# Gene Family	SampleBacterial_Chemotaxis_Abundance-CPM
UniRef50_UPI000464631A: hypothetical protein, partial	842.931
UniRef50_UPI000464631A: hypothetical protein, partial|unclassified	842.931
UniRef50_Q0AYK9: Probable chemoreceptor glutamine deamidase CheD	840.052
UniRef50_Q0AYK9: Probable chemoreceptor glutamine deamidase CheD|unclassified	840.052
UniRef50_Q97GZ2: Probable chemoreceptor glutamine deamidase CheD	834.38
UniRef50_Q97GZ2: Probable chemoreceptor glutamine deamidase CheD|unclassified	834.38
UniRef50_F3FWT8: Methyl-accepting chemotaxis transducer (Fragment)	828.885
UniRef50_F3FWT8: Methyl-accepting chemotaxis transducer (Fragment)|unclassified	828.885
UniRef50_J5NFV2: Methyl-galactoside ABC transporter galactose-binding periplasmic protein MglB	827.726
UniRef50_J5NFV2: Methyl-galactoside ABC transporter galactose-binding periplasmic protein MglB|unclassified	827.726
UniRef50_UPI00037B4338: hypothetical protein	823.28
UniRef50_UPI00037B4338: hypothetical protein|unclassified	823.28
UniRef50_UPI00046616C9: chemotaxis protein CheY	821.168
UniRef50_UPI00046616C9: chemotaxis protein CheY|unclassified	821.168
UniRef50_UPI000362E0EE: hypothetical protein	818.835
UniRef50_UPI000362E0EE: hypothetical protein|unclassified	818.835
UniRef50_UPI00037312ED: hypothetical protein, partial	817.626
UniRef50_UPI00037312ED: hypothetical protein, partial|unclassified	817.626
UniRef50_Q2KCH9: Probable chemotaxis protein methyltransferase	814.624
UniRef50_Q2KCH9: Probable chemotaxis protein methyltransferase|unclassified	814.624
UniRef50_UPI0003B38D86: chemotaxis protein CheR	812.17
UniRef50_UPI0003B38D86: chemotaxis protein CheR|unclassified	812.17
UniRef50_Q65JK6: Chemotaxis response regulator protein-glutamate methylesterase	805.153
UniRef50_Q65JK6: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	805.153
UniRef50_K5CU54: Ribose ABC transporter substrate-binding protein	804.581
UniRef50_K5CU54: Ribose ABC transporter substrate-binding protein|unclassified	804.581
UniRef50_Z2DPK1	801.234
UniRef50_Z2DPK1|unclassified	801.234
UniRef50_UPI00047065AD: hypothetical protein, partial	800.171
UniRef50_UPI00047065AD: hypothetical protein, partial|unclassified	800.171
UniRef50_I8S3T7: Hpt domain protein (Fragment)	791.447
UniRef50_I8S3T7: Hpt domain protein (Fragment)|unclassified	791.447
UniRef50_UPI0004683965: hypothetical protein	790.981
UniRef50_UPI0004683965: hypothetical protein|unclassified	790.981
UniRef50_Q3JY61	786.187
UniRef50_Q3JY61|unclassified	786.187
UniRef50_Q0A9Z5: Chemotaxis response regulator protein-glutamate methylesterase	784.838
UniRef50_Q0A9Z5: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	784.838
UniRef50_UPI00035C6B06: hypothetical protein, partial	780.135
UniRef50_UPI00035C6B06: hypothetical protein, partial|unclassified	780.135
UniRef50_Q9X005: Chemoreceptor glutamine deamidase CheD	776.723
UniRef50_Q9X005: Chemoreceptor glutamine deamidase CheD|unclassified	776.723
UniRef50_UPI000474CC9F: hypothetical protein	775.115
UniRef50_UPI000474CC9F: hypothetical protein|unclassified	775.115
UniRef50_UPI000362EC3A: hypothetical protein	771.545
UniRef50_UPI000362EC3A: hypothetical protein|unclassified	771.545
UniRef50_Q15RF6: Chemotaxis response regulator protein-glutamate methylesterase	770.929
UniRef50_Q15RF6: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	770.929
UniRef50_UPI0003772CED: hypothetical protein	770.314
UniRef50_UPI0003772CED: hypothetical protein|unclassified	770.314
UniRef50_UPI000365BD14: hypothetical protein	765.015
UniRef50_UPI000365BD14: hypothetical protein|unclassified	765.015
UniRef50_UPI00036D30BA: hypothetical protein	763.61
UniRef50_UPI00036D30BA: hypothetical protein|unclassified	763.61
UniRef50_UPI00047476FE: chemotaxis protein, partial	761.413
UniRef50_UPI00047476FE: chemotaxis protein, partial|unclassified	761.413
UniRef50_UPI0003B6405B: methyl-accepting chemotaxis protein	761.261
UniRef50_UPI0003B6405B: methyl-accepting chemotaxis protein|unclassified	761.261
UniRef50_UPI0003B78D1C: diguanylate cyclase	761.217
UniRef50_UPI0003B78D1C: diguanylate cyclase|unclassified	761.217
UniRef50_UPI0003B383CF: SAM-dependent methyltransferase	760.729
UniRef50_UPI0003B383CF: SAM-dependent methyltransferase|unclassified	760.729
UniRef50_Q65UW4: RbsB protein	758.195
UniRef50_Q65UW4: RbsB protein|unclassified	758.195
UniRef50_UPI0002556360: protein phosphatase	755.55
UniRef50_UPI0002556360: protein phosphatase|unclassified	755.55
UniRef50_Q5L0L0: Chemotaxis response regulator protein-glutamate methylesterase	754.347
UniRef50_Q5L0L0: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	754.347
UniRef50_UPI0003B42FC3: chemotaxis protein	748.543
UniRef50_UPI0003B42FC3: chemotaxis protein|unclassified	748.543
UniRef50_A9HPK6: D-ribose-binding periplasmic protein	747.968
UniRef50_A9HPK6: D-ribose-binding periplasmic protein|unclassified	747.968
UniRef50_UPI00037CCF92: hypothetical protein, partial	745.128
UniRef50_UPI00037CCF92: hypothetical protein, partial|unclassified	745.128
UniRef50_UPI00047CDFC5: chemotaxis protein CheW	743.523
UniRef50_UPI00047CDFC5: chemotaxis protein CheW|unclassified	743.523
UniRef50_W6J625	736.507
UniRef50_W6J625|unclassified	736.507
UniRef50_UPI00037EE0EA: hypothetical protein	733.947
UniRef50_UPI00037EE0EA: hypothetical protein|unclassified	733.947
UniRef50_UPI00035F933B: hypothetical protein	727.346
UniRef50_UPI00035F933B: hypothetical protein|unclassified	727.346
UniRef50_UPI00036675F3: hypothetical protein	726.094
UniRef50_UPI00036675F3: hypothetical protein|unclassified	726.094
UniRef50_K2F694	724.509
UniRef50_K2F694|unclassified	724.509
UniRef50_UPI00036C2FDC: hypothetical protein, partial	724.365
UniRef50_UPI00036C2FDC: hypothetical protein, partial|unclassified	724.365
UniRef50_UPI00036FCEFC: hypothetical protein	723.691
UniRef50_UPI00036FCEFC: hypothetical protein|unclassified	723.691
UniRef50_Q52880: Chemotaxis protein CheA	714.618
UniRef50_Q52880: Chemotaxis protein CheA|unclassified	714.618
UniRef50_B1JTI2: Probable chemoreceptor glutamine deamidase CheD	712.715
UniRef50_B1JTI2: Probable chemoreceptor glutamine deamidase CheD|unclassified	712.715
UniRef50_UPI0003760C41: chemotaxis protein	712.229
UniRef50_UPI0003760C41: chemotaxis protein|unclassified	712.229
UniRef50_UPI0003F6BFF6: hypothetical protein	709.604
UniRef50_UPI0003F6BFF6: hypothetical protein|unclassified	709.604
UniRef50_UPI0003B2EDAE: chemotaxis protein CheA	707.675
UniRef50_UPI0003B2EDAE: chemotaxis protein CheA|unclassified	707.675
UniRef50_UPI0002DF42B8: chemotaxis protein CheR	705.18
UniRef50_UPI0002DF42B8: chemotaxis protein CheR|unclassified	705.18
UniRef50_UPI00031C2553: chemotaxis protein	699.898
UniRef50_UPI00031C2553: chemotaxis protein|unclassified	699.898
UniRef50_UPI0002F72F26: hypothetical protein	697.382
UniRef50_UPI0002F72F26: hypothetical protein|unclassified	697.382
UniRef50_UPI0002627AEA: response regulator receiver modulated chemotaxis protein CheB	695.581
UniRef50_UPI0002627AEA: response regulator receiver modulated chemotaxis protein CheB|unclassified	695.581
UniRef50_UPI0002F1045E: hypothetical protein	693.078
UniRef50_UPI0002F1045E: hypothetical protein|unclassified	693.078
UniRef50_Q13SY1: Probable chemoreceptor glutamine deamidase CheD	691.443
UniRef50_Q13SY1: Probable chemoreceptor glutamine deamidase CheD|unclassified	691.443
UniRef50_UPI00036CE4D5: hypothetical protein, partial	690.906
UniRef50_UPI00036CE4D5: hypothetical protein, partial|unclassified	690.906
UniRef50_W0J4X1: ABC transporter substrate-binding protein	689.861
UniRef50_W0J4X1: ABC transporter substrate-binding protein|unclassified	689.861
UniRef50_A0A022NS87	689.254
UniRef50_A0A022NS87|unclassified	689.254
UniRef50_UPI00016A3F6D: methyl-accepting chemotaxis sensory transducer, partial	689.253
UniRef50_UPI00016A3F6D: methyl-accepting chemotaxis sensory transducer, partial|unclassified	689.253
UniRef50_UPI00037451EF: hypothetical protein	688.835
UniRef50_UPI00037451EF: hypothetical protein|unclassified	688.835
UniRef50_UPI00035FDAE3: hypothetical protein	686.992
UniRef50_UPI00035FDAE3: hypothetical protein|unclassified	686.992
UniRef50_UPI00047859F5: chemotaxis protein CheY	680.257
UniRef50_UPI00047859F5: chemotaxis protein CheY|unclassified	680.257
UniRef50_UPI00036D46C0: hypothetical protein	678.588
UniRef50_UPI00036D46C0: hypothetical protein|unclassified	678.588
UniRef50_D4T479	663.471
UniRef50_D4T479|unclassified	663.471
UniRef50_UPI00035C8F9F: hypothetical protein, partial	662.894
UniRef50_UPI00035C8F9F: hypothetical protein, partial|unclassified	662.894
UniRef50_UPI0004229BAB: hypothetical protein	655.497
UniRef50_UPI0004229BAB: hypothetical protein|unclassified	655.497
UniRef50_UPI00039FCE9F: hypothetical protein	655.46
UniRef50_UPI00039FCE9F: hypothetical protein|unclassified	655.46
UniRef50_U4SFA3: Periplasmic binding s and sugar binding domain of LacI family protein (Fragment)	655.13
UniRef50_U4SFA3: Periplasmic binding s and sugar binding domain of LacI family protein (Fragment)|unclassified	655.13
UniRef50_Q97GZ3: Chemotaxis response regulator protein-glutamate methylesterase	654.793
UniRef50_Q97GZ3: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	654.793
UniRef50_UPI0003B7726A: chemotaxis protein CheW	654.179
UniRef50_UPI0003B7726A: chemotaxis protein CheW|unclassified	654.179
UniRef50_UPI000371FC0C: hypothetical protein	654.091
UniRef50_UPI000371FC0C: hypothetical protein|unclassified	654.091
UniRef50_Q21IQ9: Chemotaxis response regulator protein-glutamate methylesterase 1	652.297
UniRef50_Q21IQ9: Chemotaxis response regulator protein-glutamate methylesterase 1|unclassified	652.297
UniRef50_UPI0003A5CFB5: hypothetical protein	651.362
UniRef50_UPI0003A5CFB5: hypothetical protein|unclassified	651.362
UniRef50_UPI000262A5D4: chemotaxis protein chea, partial	650.524
UniRef50_UPI000262A5D4: chemotaxis protein chea, partial|unclassified	650.524
UniRef50_W7WXT8	648.842
UniRef50_W7WXT8|unclassified	648.842
UniRef50_UPI000255635F: chemotaxis-specific histidine kinase, partial	646.853
UniRef50_UPI000255635F: chemotaxis-specific histidine kinase, partial|unclassified	646.853
UniRef50_F7YSS8: Aerotaxis receptor	644.243
UniRef50_F7YSS8: Aerotaxis receptor|unclassified	644.243
UniRef50_W5X7V4	643.328
UniRef50_W5X7V4|unclassified	643.328
UniRef50_B1TBS7	634.463
UniRef50_B1TBS7|unclassified	634.463
UniRef50_UPI0003676CDC: hypothetical protein	631.872
UniRef50_UPI0003676CDC: hypothetical protein|unclassified	631.872
UniRef50_UPI000368AD87: hypothetical protein	631.45
UniRef50_UPI000368AD87: hypothetical protein|unclassified	631.45
UniRef50_UPI000466A83F: response regulator receiver protein	630.777
UniRef50_UPI000466A83F: response regulator receiver protein|unclassified	630.777
UniRef50_UPI000468EA31: chemotaxis protein	630.325
UniRef50_UPI000468EA31: chemotaxis protein|unclassified	630.325
UniRef50_UPI00036947EE: hypothetical protein	625.339
UniRef50_UPI00036947EE: hypothetical protein|unclassified	625.339
UniRef50_UPI0003F9459A: hypothetical protein	625.081
UniRef50_UPI0003F9459A: hypothetical protein|unclassified	625.081
UniRef50_Q92S04: Probable chemoreceptor glutamine deamidase CheD	624.658
UniRef50_Q92S04: Probable chemoreceptor glutamine deamidase CheD|unclassified	624.658
UniRef50_UPI00041B6BA2: hypothetical protein	623.804
UniRef50_UPI00041B6BA2: hypothetical protein|unclassified	623.804
UniRef50_UPI00034CBC4A: membrane protein	617.002
UniRef50_UPI00034CBC4A: membrane protein|unclassified	617.002
UniRef50_UPI00046CE7E7: chemotaxis protein CheY	612.499
UniRef50_UPI00046CE7E7: chemotaxis protein CheY|unclassified	612.499
UniRef50_UPI00016A2B1A: methyl-accepting chemotaxis protein, partial	612.224
UniRef50_UPI00016A2B1A: methyl-accepting chemotaxis protein, partial|unclassified	612.224
UniRef50_UPI0004065D50: chemotaxis protein CheW	612.152
UniRef50_UPI0004065D50: chemotaxis protein CheW|unclassified	612.152
UniRef50_UPI00016A38AA: methyl-accepting chemotaxis protein, partial	610.695
UniRef50_UPI00016A38AA: methyl-accepting chemotaxis protein, partial|unclassified	610.695
UniRef50_UPI00046C8EBB: hypothetical protein	610.507
UniRef50_UPI00046C8EBB: hypothetical protein|unclassified	610.507
UniRef50_UPI0003126CAB: hypothetical protein	602.517
UniRef50_UPI0003126CAB: hypothetical protein|unclassified	602.517
UniRef50_UPI00028A143D: flagellar motor switch protein FliM, partial	599.434
UniRef50_UPI00028A143D: flagellar motor switch protein FliM, partial|unclassified	599.434
UniRef50_E8TM79: Sugar-binding transcriptional regulator, LacI family	592.003
UniRef50_E8TM79: Sugar-binding transcriptional regulator, LacI family|unclassified	592.003
UniRef50_J8VDH7: Flagellar basal body P-ring biosynthesis protein FlgA	589.883
UniRef50_J8VDH7: Flagellar basal body P-ring biosynthesis protein FlgA|unclassified	589.883
UniRef50_UPI0003A31178: hypothetical protein	588.795
UniRef50_UPI0003A31178: hypothetical protein|unclassified	588.795
UniRef50_UPI000462A273: hypothetical protein, partial	583.541
UniRef50_UPI000462A273: hypothetical protein, partial|unclassified	583.541
UniRef50_UPI00047002F3: hypothetical protein	582.685
UniRef50_UPI00047002F3: hypothetical protein|unclassified	582.685
UniRef50_UPI0003695149: hypothetical protein	580.626
UniRef50_UPI0003695149: hypothetical protein|unclassified	580.626
UniRef50_UPI0001CBEE77: chemotaxis protein CheA, partial	576.479
UniRef50_UPI0001CBEE77: chemotaxis protein CheA, partial|unclassified	576.479
UniRef50_UPI00036AE3AD: methyl-accepting chemotaxis protein, partial	576.408
UniRef50_UPI00036AE3AD: methyl-accepting chemotaxis protein, partial|unclassified	576.408
UniRef50_P62635: Chemotaxis response regulator protein-glutamate methylesterase	575.998
UniRef50_P62635: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	575.998
UniRef50_UPI000465BD5D: chemotaxis protein, partial	571.155
UniRef50_UPI000465BD5D: chemotaxis protein, partial|unclassified	571.155
UniRef50_UPI00047846D1: methyl-accepting chemotaxis protein, partial	568.117
UniRef50_UPI00047846D1: methyl-accepting chemotaxis protein, partial|unclassified	568.117
UniRef50_UPI00036A08B6: hypothetical protein, partial	565.233
UniRef50_UPI00036A08B6: hypothetical protein, partial|unclassified	565.233
UniRef50_C6CXV0: D-galactose/D-glucose ABC transporter, periplasmic D-galactose/D-glucose-binding protein	564.505
UniRef50_C6CXV0: D-galactose/D-glucose ABC transporter, periplasmic D-galactose/D-glucose-binding protein|unclassified	564.505
UniRef50_UPI00030A976F: hypothetical protein	560.52
UniRef50_UPI00030A976F: hypothetical protein|unclassified	560.52
UniRef50_Q896Y3: D-galactose-binding periplasmic protein	559.567
UniRef50_Q896Y3: D-galactose-binding periplasmic protein|unclassified	559.567
UniRef50_G7HCJ2	558.185
UniRef50_G7HCJ2|unclassified	558.185
UniRef50_S5FGT8: Methyl-galactoside ABC transporter substrate-binding protein	555.641
UniRef50_S5FGT8: Methyl-galactoside ABC transporter substrate-binding protein|unclassified	555.641
UniRef50_W4SHA0	555.038
UniRef50_W4SHA0|unclassified	555.038
UniRef50_UPI00036AE08D: hypothetical protein	553.595
UniRef50_UPI00036AE08D: hypothetical protein|unclassified	553.595
UniRef50_UPI0003B4C6AA: chemotaxis protein	551.517
UniRef50_UPI0003B4C6AA: chemotaxis protein|unclassified	551.517
UniRef50_UPI000475F705: hypothetical protein	551.17
UniRef50_UPI000475F705: hypothetical protein|unclassified	551.17
UniRef50_UPI00047C4E72: chemotaxis protein CheD	550.904
UniRef50_UPI00047C4E72: chemotaxis protein CheD|unclassified	550.904
UniRef50_UPI0003C7861B: hypothetical protein	545.127
UniRef50_UPI0003C7861B: hypothetical protein|unclassified	545.127
UniRef50_UPI00037CA70C: hypothetical protein	544.102
UniRef50_UPI00037CA70C: hypothetical protein|unclassified	544.102
UniRef50_UPI00042861D8: hypothetical protein	541.623
UniRef50_UPI00042861D8: hypothetical protein|unclassified	541.623
UniRef50_F0G5L5: Putative methyl-accepting chemotaxis protein (Fragment)	537.439
UniRef50_F0G5L5: Putative methyl-accepting chemotaxis protein (Fragment)|unclassified	537.439
UniRef50_UPI00036774DD: hypothetical protein	536.359
UniRef50_UPI00036774DD: hypothetical protein|unclassified	536.359
UniRef50_UPI0002482C60: chemoreceptor glutamine deamidase CheD	535.999
UniRef50_UPI0002482C60: chemoreceptor glutamine deamidase CheD|unclassified	535.999
UniRef50_UPI00036CF916: hypothetical protein, partial	535.312
UniRef50_UPI00036CF916: hypothetical protein, partial|unclassified	535.312
UniRef50_UPI0002630711: CheA signal transduction histidine kinase	533.738
UniRef50_UPI0002630711: CheA signal transduction histidine kinase|unclassified	533.738
UniRef50_UPI0003A903A1: hypothetical protein	528.706
UniRef50_UPI0003A903A1: hypothetical protein|unclassified	528.706
UniRef50_UPI000470A6AD: flagellar motor switch protein FliN, partial	526.509
UniRef50_UPI000470A6AD: flagellar motor switch protein FliN, partial|unclassified	526.509
UniRef50_UPI000399800B: chemotaxis protein	521.621
UniRef50_UPI000399800B: chemotaxis protein|unclassified	521.621
UniRef50_Q221I2: Probable chemoreceptor glutamine deamidase CheD 1	520.579
UniRef50_Q221I2: Probable chemoreceptor glutamine deamidase CheD 1|unclassified	520.579
UniRef50_UPI00031028F6: hypothetical protein	519.318
UniRef50_UPI00031028F6: hypothetical protein|unclassified	519.318
UniRef50_UPI00046D554F: hypothetical protein	514.456
UniRef50_UPI00046D554F: hypothetical protein|unclassified	514.456
UniRef50_Q0AXB7: Chemotaxis response regulator protein-glutamate methylesterase 2	513.937
UniRef50_Q0AXB7: Chemotaxis response regulator protein-glutamate methylesterase 2|unclassified	513.937
UniRef50_UPI00037DED46: MULTISPECIES: hypothetical protein	513.734
UniRef50_UPI00037DED46: MULTISPECIES: hypothetical protein|unclassified	513.734
UniRef50_UPI00016A4830: methyl-accepting chemotaxis sensory transducer, partial	508.494
UniRef50_UPI00016A4830: methyl-accepting chemotaxis sensory transducer, partial|unclassified	508.494
UniRef50_UPI000478D805: chemotaxis protein, partial	508.367
UniRef50_UPI000478D805: chemotaxis protein, partial|unclassified	508.367
UniRef50_D5U4Z5: Galactose/glucose-binding protein	507.447
UniRef50_D5U4Z5: Galactose/glucose-binding protein|unclassified	507.447
UniRef50_UPI0003A85846: hypothetical protein	507.095
UniRef50_UPI0003A85846: hypothetical protein|unclassified	507.095
UniRef50_UPI0004661775: hypothetical protein	506.094
UniRef50_UPI0004661775: hypothetical protein|unclassified	506.094
UniRef50_UPI0003B44B71: chemotaxis protein CheR	505.145
UniRef50_UPI0003B44B71: chemotaxis protein CheR|unclassified	505.145
UniRef50_UPI0003656D72: hypothetical protein	503.328
UniRef50_UPI0003656D72: hypothetical protein|unclassified	503.328
UniRef50_UPI0003B2E4B0: methyltransferase, partial	501.66
UniRef50_UPI0003B2E4B0: methyltransferase, partial|unclassified	501.66
