# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-CPM
UniRef50_X0T4G1: Marine sediment metagenome DNA, contig: S01H1_L09446 (Fragment)|unclassified	157.047
UniRef50_O74548: Probable acetylornithine aminotransferase, mitochondrial	157.002
UniRef50_O74548: Probable acetylornithine aminotransferase, mitochondrial|unclassified	157.002
UniRef50_P04181: Ornithine aminotransferase, mitochondrial	156.236
UniRef50_P04181: Ornithine aminotransferase, mitochondrial|unclassified	156.236
UniRef50_UPI00020D9B4D: arginine repressor	155.808
UniRef50_UPI00020D9B4D: arginine repressor|unclassified	155.808
UniRef50_B1ZUD7: Acetylglutamate kinase	153.634
UniRef50_B1ZUD7: Acetylglutamate kinase|unclassified	153.634
UniRef50_UPI0004766EF8: hypothetical protein	153.376
UniRef50_UPI0004766EF8: hypothetical protein|unclassified	153.376
UniRef50_UPI0003F76116: hypothetical protein	153.029
UniRef50_UPI0003F76116: hypothetical protein|unclassified	153.029
UniRef50_D0N1U4: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	152.985
UniRef50_D0N1U4: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	152.985
UniRef50_Q6FXA4: Acetylornithine aminotransferase, mitochondrial	150.168
UniRef50_Q6FXA4: Acetylornithine aminotransferase, mitochondrial|unclassified	150.168
UniRef50_UPI00047136C1: AraC family transcriptional regulator	148.85
UniRef50_UPI00047136C1: AraC family transcriptional regulator|unclassified	148.85
UniRef50_A0A038FQU2	148.734
UniRef50_A0A038FQU2|unclassified	148.734
UniRef50_UPI000471677B: hypothetical protein, partial	146.717
UniRef50_UPI000471677B: hypothetical protein, partial|unclassified	146.717
UniRef50_Q1IIZ0: Acetylglutamate kinase	145.374
UniRef50_Q1IIZ0: Acetylglutamate kinase|unclassified	145.374
UniRef50_UPI0001E899E5: Acetylglutamate kinase (NAG kinase)	144.789
UniRef50_UPI0001E899E5: Acetylglutamate kinase (NAG kinase)|unclassified	144.789
UniRef50_UPI00038305D0: hypothetical protein	144.551
UniRef50_UPI00038305D0: hypothetical protein|unclassified	144.551
UniRef50_UPI0003B5F4E2: N-acetyl-gamma-glutamyl-phosphate reductase	144.075
UniRef50_UPI0003B5F4E2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	144.075
UniRef50_A9A1K6: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	140.937
UniRef50_A9A1K6: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	140.937
UniRef50_A9A1K7: Acetylglutamate/acetylaminoadipate kinase	140.25
UniRef50_A9A1K7: Acetylglutamate/acetylaminoadipate kinase|unclassified	140.25
UniRef50_UPI0002197257: succinyl-diaminopimelate desuccinylase	139.759
UniRef50_UPI0002197257: succinyl-diaminopimelate desuccinylase|unclassified	139.759
UniRef50_X8DB85	139.063
UniRef50_X8DB85|unclassified	139.063
UniRef50_UPI0003771314: hypothetical protein	138.326
UniRef50_UPI0003771314: hypothetical protein|unclassified	138.326
UniRef50_UPI00036812A6: hypothetical protein	138.252
UniRef50_UPI00036812A6: hypothetical protein|unclassified	138.252
UniRef50_R4M5S4	137.924
UniRef50_R4M5S4|unclassified	137.924
UniRef50_R7N276: N-acetyl-gamma-glutamyl-phosphate reductase	137.659
UniRef50_R7N276: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	137.659
UniRef50_UPI00031A1FA6: hypothetical protein	136.442
UniRef50_UPI00031A1FA6: hypothetical protein|unclassified	136.442
UniRef50_UPI0003B68815: plastocyanin	134.357
UniRef50_UPI0003B68815: plastocyanin|unclassified	134.357
UniRef50_Q1AS32: N-acetyl-gamma-glutamyl-phosphate reductase	133.436
UniRef50_Q1AS32: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	133.436
UniRef50_R6L572	132.46
UniRef50_R6L572|unclassified	132.46
UniRef50_UPI00036BD781: hypothetical protein	132.399
UniRef50_UPI00036BD781: hypothetical protein|unclassified	132.399
UniRef50_UPI0003673B7E: GCN5 family N-acetyltransferase, partial	132.24
UniRef50_UPI0003673B7E: GCN5 family N-acetyltransferase, partial|unclassified	132.24
UniRef50_Q9UX32: Argininosuccinate lyase	131.928
UniRef50_Q9UX32: Argininosuccinate lyase|unclassified	131.928
UniRef50_K9D1E3	131.221
UniRef50_K9D1E3|unclassified	131.221
UniRef50_B0T469	129.78
UniRef50_B0T469|unclassified	129.78
UniRef50_UPI000373F71A: hypothetical protein, partial	129.226
UniRef50_UPI000373F71A: hypothetical protein, partial|unclassified	129.226
UniRef50_UPI0001E8924B: acetylornithine deacetylase	128.822
UniRef50_UPI0001E8924B: acetylornithine deacetylase|unclassified	128.822
UniRef50_UPI000287ADFA: N-acetyl-gamma-glutamyl-phosphate reductase	127.635
UniRef50_UPI000287ADFA: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	127.635
UniRef50_UPI0001D36408: PREDICTED: argininosuccinate lyase-like	126.873
UniRef50_UPI0001D36408: PREDICTED: argininosuccinate lyase-like|unclassified	126.873
UniRef50_UPI00036BC3A8: hypothetical protein	126.829
UniRef50_UPI00036BC3A8: hypothetical protein|unclassified	126.829
UniRef50_UPI0003648CC9: hypothetical protein	125.397
UniRef50_UPI0003648CC9: hypothetical protein|unclassified	125.397
UniRef50_UPI000045C536: hypothetical protein, partial	124.414
UniRef50_UPI000045C536: hypothetical protein, partial|unclassified	124.414
UniRef50_D1YBH2	124.245
UniRef50_D1YBH2|unclassified	124.245
UniRef50_T3TZ70: Peptidase, M20 family domain protein (Fragment)	123.831
UniRef50_T3TZ70: Peptidase, M20 family domain protein (Fragment)|unclassified	123.831
UniRef50_UPI0003B6EF99: acetylglutamate kinase	123.704
UniRef50_UPI0003B6EF99: acetylglutamate kinase|unclassified	123.704
UniRef50_UPI000466CA2C: hypothetical protein, partial	123.365
UniRef50_UPI000466CA2C: hypothetical protein, partial|unclassified	123.365
UniRef50_Q02B43: Acetylglutamate kinase	123.139
UniRef50_Q02B43: Acetylglutamate kinase|unclassified	123.139
UniRef50_UPI0003DE7CCF: PREDICTED: argininosuccinate lyase-like isoform X1	122.921
UniRef50_UPI0003DE7CCF: PREDICTED: argininosuccinate lyase-like isoform X1|unclassified	122.921
UniRef50_H8F2X7	122.213
UniRef50_H8F2X7|unclassified	122.213
UniRef50_Q1D264: Acetylglutamate kinase	121.478
UniRef50_Q1D264: Acetylglutamate kinase|unclassified	121.478
UniRef50_C3MZY8: Acetylglutamate/acetylaminoadipate kinase	121.361
UniRef50_C3MZY8: Acetylglutamate/acetylaminoadipate kinase|unclassified	121.361
UniRef50_E3YGP9: NADH dehydrogenase subunit i (Fragment)	120.526
UniRef50_E3YGP9: NADH dehydrogenase subunit i (Fragment)|unclassified	120.526
UniRef50_B2VVA8: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	120.343
UniRef50_B2VVA8: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	120.343
UniRef50_R5AR43	118.469
UniRef50_R5AR43|unclassified	118.469
UniRef50_UPI0003B730FD: acetylglutamate kinase	118.112
UniRef50_UPI0003B730FD: acetylglutamate kinase|unclassified	118.112
UniRef50_B3E0U0: N-acetyl-gamma-glutamyl-phosphate reductase	118.042
UniRef50_B3E0U0: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	118.042
UniRef50_H9KDL6	116.476
UniRef50_H9KDL6|unclassified	116.476
UniRef50_X1M522: Marine sediment metagenome DNA, contig: S06H3_L07503 (Fragment)	116.278
UniRef50_X1M522: Marine sediment metagenome DNA, contig: S06H3_L07503 (Fragment)|unclassified	116.278
UniRef50_UPI00047864B2: hypothetical protein	114.639
UniRef50_UPI00047864B2: hypothetical protein|unclassified	114.639
UniRef50_A3MT40: Acetylglutamate/acetylaminoadipate kinase	114.391
UniRef50_A3MT40: Acetylglutamate/acetylaminoadipate kinase|unclassified	114.391
UniRef50_Q9FNK4: Ornithine aminotransferase, mitochondrial	113.838
UniRef50_Q9FNK4: Ornithine aminotransferase, mitochondrial|unclassified	113.838
UniRef50_A1RR74: Acetylglutamate/acetylaminoadipate kinase	113.246
UniRef50_A1RR74: Acetylglutamate/acetylaminoadipate kinase|unclassified	113.246
UniRef50_Q5SH23: Alpha-aminoadipate--LysW ligase LysX	112.68
UniRef50_Q5SH23: Alpha-aminoadipate--LysW ligase LysX|unclassified	112.68
UniRef50_R5HD31	112.492
UniRef50_R5HD31|unclassified	112.492
UniRef50_UPI00037952D5: hypothetical protein	111.822
UniRef50_UPI00037952D5: hypothetical protein|unclassified	111.822
UniRef50_R5XB49	111.022
UniRef50_R5XB49|unclassified	111.022
UniRef50_UPI00028A1A6E: 4-aminobutyrate aminotransferase	110.863
UniRef50_UPI00028A1A6E: 4-aminobutyrate aminotransferase|unclassified	110.863
UniRef50_UPI0002EE5D86: hypothetical protein	110.607
UniRef50_UPI0002EE5D86: hypothetical protein|unclassified	110.607
UniRef50_UPI000474AD85: acetylglutamate kinase, partial	110.315
UniRef50_UPI000474AD85: acetylglutamate kinase, partial|unclassified	110.315
UniRef50_T1DF21: Succinyl-diaminopimelate desuccinylase	110.072
UniRef50_T1DF21: Succinyl-diaminopimelate desuccinylase|unclassified	110.072
UniRef50_UPI000262D055: N-acetylglutamate synthase	110.032
UniRef50_UPI000262D055: N-acetylglutamate synthase|unclassified	110.032
UniRef50_UPI000306693C: hypothetical protein	108.887
UniRef50_UPI000306693C: hypothetical protein|unclassified	108.887
UniRef50_UPI0003B508BC: hypothetical protein	107.672
UniRef50_UPI0003B508BC: hypothetical protein|unclassified	107.672
UniRef50_UPI0003B750F1: hypothetical protein	107.655
UniRef50_UPI0003B750F1: hypothetical protein|unclassified	107.655
UniRef50_B8BVB6: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	106.945
UniRef50_B8BVB6: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	106.945
UniRef50_U7R1B6	106.745
UniRef50_U7R1B6|unclassified	106.745
UniRef50_D4KIQ2	106.07
UniRef50_D4KIQ2|unclassified	106.07
UniRef50_I8S860: Aminotransferase class-III (Fragment)	104.874
UniRef50_I8S860: Aminotransferase class-III (Fragment)|unclassified	104.874
UniRef50_UPI000379C216: hypothetical protein	104.782
UniRef50_UPI000379C216: hypothetical protein|unclassified	104.782
UniRef50_UPI00037F9DB7: hypothetical protein	104.3
UniRef50_UPI00037F9DB7: hypothetical protein|unclassified	104.3
UniRef50_UPI00035D40BF: hypothetical protein	104.08
UniRef50_UPI00035D40BF: hypothetical protein|unclassified	104.08
UniRef50_UPI00047A98F3: hypothetical protein	102.942
UniRef50_UPI00047A98F3: hypothetical protein|unclassified	102.942
UniRef50_V4NG52: Neutral zinc metallopeptidase	101.833
UniRef50_V4NG52: Neutral zinc metallopeptidase|unclassified	101.833
UniRef50_UPI0003EAABA8: PREDICTED: argininosuccinate lyase-like	100.217
UniRef50_UPI0003EAABA8: PREDICTED: argininosuccinate lyase-like|unclassified	100.217
UniRef50_O29379: Argininosuccinate lyase	98.825
UniRef50_O29379: Argininosuccinate lyase|unclassified	98.825
UniRef50_UPI00047A8C5C: ornithine carbamoyltransferase	98.2916
UniRef50_UPI00047A8C5C: ornithine carbamoyltransferase|unclassified	98.2916
UniRef50_UPI00036E7BE3: hypothetical protein	97.9581
UniRef50_UPI00036E7BE3: hypothetical protein|unclassified	97.9581
UniRef50_P31318: Protein arg11, mitochondrial	97.7823
UniRef50_P31318: Protein arg11, mitochondrial|unclassified	97.7823
UniRef50_UPI000415AFAE: hypothetical protein	97.0633
UniRef50_UPI000415AFAE: hypothetical protein|unclassified	97.0633
UniRef50_Q1YMK1: N-acetyl-gamma-glutamyl-phosphate reductase	96.4278
UniRef50_Q1YMK1: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	96.4278
UniRef50_M4S6N3	96.0261
UniRef50_M4S6N3|unclassified	96.0261
UniRef50_UPI0004075768: hypothetical protein	95.5647
UniRef50_UPI0004075768: hypothetical protein|unclassified	95.5647
UniRef50_UPI0004781D08: hypothetical protein	95.3731
UniRef50_UPI0004781D08: hypothetical protein|unclassified	95.3731
UniRef50_Q5WHY3: Argininosuccinate lyase 1	94.6385
UniRef50_Q5WHY3: Argininosuccinate lyase 1|unclassified	94.6385
UniRef50_UPI000472D3C0: hypothetical protein	94.5986
UniRef50_UPI000472D3C0: hypothetical protein|unclassified	94.5986
UniRef50_Q9I6M4: 5-aminovalerate aminotransferase DavT	94.3881
UniRef50_Q9I6M4: 5-aminovalerate aminotransferase DavT|unclassified	94.3881
UniRef50_UPI00037E5550: hypothetical protein	93.7585
UniRef50_UPI00037E5550: hypothetical protein|unclassified	93.7585
UniRef50_UPI000455F1C2: arginine biosynthesis protein ArgJ	92.322
UniRef50_UPI000455F1C2: arginine biosynthesis protein ArgJ|unclassified	92.322
UniRef50_I9N0C7: Aminotransferase class-III (Fragment)	91.5045
UniRef50_I9N0C7: Aminotransferase class-III (Fragment)|unclassified	91.5045
UniRef50_UPI00029DBC7F: PREDICTED: ornithine aminotransferase-like, partial	91.3488
UniRef50_UPI00029DBC7F: PREDICTED: ornithine aminotransferase-like, partial|unclassified	91.3488
UniRef50_UPI000373C3AC: hypothetical protein	91.2151
UniRef50_UPI000373C3AC: hypothetical protein|unclassified	91.2151
UniRef50_UPI00031A77AB: hypothetical protein	91.1686
UniRef50_UPI00031A77AB: hypothetical protein|unclassified	91.1686
UniRef50_UPI00046A79A3: acetyltransferase	91.0301
UniRef50_UPI00046A79A3: acetyltransferase|unclassified	91.0301
UniRef50_UPI000363403A: hypothetical protein	90.5083
UniRef50_UPI000363403A: hypothetical protein|unclassified	90.5083
UniRef50_Q9P3I3: Acetylornithine aminotransferase, mitochondrial	89.0531
UniRef50_Q9P3I3: Acetylornithine aminotransferase, mitochondrial|unclassified	89.0531
UniRef50_UPI00036FBA6C: hypothetical protein	88.7133
UniRef50_UPI00036FBA6C: hypothetical protein|unclassified	88.7133
UniRef50_UPI0003B5762B: hypothetical protein, partial	88.6225
UniRef50_UPI0003B5762B: hypothetical protein, partial|unclassified	88.6225
UniRef50_UPI0004794BFF: N-acetylglutamate synthase	88.1011
UniRef50_UPI0004794BFF: N-acetylglutamate synthase|unclassified	88.1011
UniRef50_Q024T4: Arginine repressor	87.4666
UniRef50_Q024T4: Arginine repressor|unclassified	87.4666
UniRef50_UPI000299D9AD: succinyl-diaminopimelate desuccinylase	87.0317
UniRef50_UPI000299D9AD: succinyl-diaminopimelate desuccinylase|unclassified	87.0317
UniRef50_UPI00034C0424: hypothetical protein	86.0917
UniRef50_UPI00034C0424: hypothetical protein|unclassified	86.0917
UniRef50_UPI0003EDBF2A: PREDICTED: ornithine aminotransferase, mitochondrial-like	85.7793
UniRef50_UPI0003EDBF2A: PREDICTED: ornithine aminotransferase, mitochondrial-like|unclassified	85.7793
UniRef50_UPI00036A7A6E: hypothetical protein	85.1135
UniRef50_UPI00036A7A6E: hypothetical protein|unclassified	85.1135
UniRef50_U1Y227: N-acetyl-gamma-glutamyl-phosphate reductase domain protein	85.0212
UniRef50_U1Y227: N-acetyl-gamma-glutamyl-phosphate reductase domain protein|unclassified	85.0212
UniRef50_Q9V1I6: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	84.4824
UniRef50_Q9V1I6: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	84.4824
UniRef50_K1YRQ7	84.1049
UniRef50_K1YRQ7|unclassified	84.1049
UniRef50_B1H0L5: Acetylglutamate kinase	83.955
UniRef50_B1H0L5: Acetylglutamate kinase|unclassified	83.955
UniRef50_A4WPH3	83.7664
UniRef50_A4WPH3|unclassified	83.7664
UniRef50_Q01217: Protein ARG5,6, mitochondrial	83.6896
UniRef50_Q01217: Protein ARG5,6, mitochondrial|unclassified	83.6896
UniRef50_UPI00047C4D70: putrescine--2-oxoglutarate aminotransferase	83.564
UniRef50_UPI00047C4D70: putrescine--2-oxoglutarate aminotransferase|unclassified	83.564
UniRef50_Q03XI6: N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase	83.4117
UniRef50_Q03XI6: N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase|unclassified	83.4117
UniRef50_UPI0003641FE7: hypothetical protein	82.8639
UniRef50_UPI0003641FE7: hypothetical protein|unclassified	82.8639
UniRef50_A8ZYD9	82.5856
UniRef50_A8ZYD9|unclassified	82.5856
UniRef50_UPI00042161CC: hypothetical protein	82.3729
UniRef50_UPI00042161CC: hypothetical protein|unclassified	82.3729
UniRef50_UPI00036EB88A: hypothetical protein	82.3612
UniRef50_UPI00036EB88A: hypothetical protein|unclassified	82.3612
UniRef50_UPI0002629337: N-acetylglutamate 5-phosphotransferase	81.7231
UniRef50_UPI0002629337: N-acetylglutamate 5-phosphotransferase|unclassified	81.7231
UniRef50_UPI00016C5688: acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase	81.4704
UniRef50_UPI00016C5688: acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase|unclassified	81.4704
UniRef50_UPI00016C368A: N-acetyl-gamma-glutamyl-phosphate reductase	80.8992
UniRef50_UPI00016C368A: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	80.8992
UniRef50_UPI0004680235: hypothetical protein	80.7708
UniRef50_UPI0004680235: hypothetical protein|unclassified	80.7708
UniRef50_I9WL33	80.5771
UniRef50_I9WL33|unclassified	80.5771
UniRef50_A7EDG9: Arginine biosynthesis bifunctional protein ArgJ 2, mitochondrial	79.1707
UniRef50_A7EDG9: Arginine biosynthesis bifunctional protein ArgJ 2, mitochondrial|unclassified	79.1707
UniRef50_UPI0004407F96: arginine biosynthesis protein ArgJ	78.8008
UniRef50_UPI0004407F96: arginine biosynthesis protein ArgJ|unclassified	78.8008
UniRef50_UPI00036FEE09: hypothetical protein	78.3311
UniRef50_UPI00036FEE09: hypothetical protein|unclassified	78.3311
UniRef50_Q9I700: Beta-alanine--pyruvate aminotransferase	77.7054
UniRef50_Q9I700: Beta-alanine--pyruvate aminotransferase|unclassified	77.7054
UniRef50_UPI00047D876D: N-acetylglutamate synthase	77.3338
UniRef50_UPI00047D876D: N-acetylglutamate synthase|unclassified	77.3338
UniRef50_UPI000369BED1: hypothetical protein	77.0918
UniRef50_UPI000369BED1: hypothetical protein|unclassified	77.0918
UniRef50_UPI00047E7C83: ribosomal protein N-acetylase	77.0052
UniRef50_UPI00047E7C83: ribosomal protein N-acetylase|unclassified	77.0052
UniRef50_P22256: 4-aminobutyrate aminotransferase GabT	76.8157
UniRef50_P22256: 4-aminobutyrate aminotransferase GabT|unclassified	76.8157
UniRef50_Q2SRJ4: Putrescine carbamoyltransferase	76.7972
UniRef50_Q2SRJ4: Putrescine carbamoyltransferase|unclassified	76.7972
UniRef50_UPI0003692BF7: hypothetical protein	76.186
UniRef50_UPI0003692BF7: hypothetical protein|unclassified	76.186
UniRef50_UPI000474CB3D: hypothetical protein, partial	76.0361
UniRef50_UPI000474CB3D: hypothetical protein, partial|unclassified	76.0361
UniRef50_UPI00037E5C7C: hypothetical protein	75.6124
UniRef50_UPI00037E5C7C: hypothetical protein|unclassified	75.6124
UniRef50_X1UWT8: Marine sediment metagenome DNA, contig: S12H4_S16242 (Fragment)	75.5618
UniRef50_X1UWT8: Marine sediment metagenome DNA, contig: S12H4_S16242 (Fragment)|unclassified	75.5618
UniRef50_UPI0002E2E533: hypothetical protein	75.3695
UniRef50_UPI0002E2E533: hypothetical protein|unclassified	75.3695
UniRef50_UPI000372193A: hypothetical protein	73.8554
UniRef50_UPI000372193A: hypothetical protein|unclassified	73.8554
UniRef50_UPI0004241B62: hypothetical protein	73.6351
UniRef50_UPI0004241B62: hypothetical protein|unclassified	73.6351
UniRef50_B5X4Z4: Probable amino-acid acetyltransferase NAGS2, chloroplastic	73.6077
UniRef50_B5X4Z4: Probable amino-acid acetyltransferase NAGS2, chloroplastic|unclassified	73.6077
UniRef50_UPI000374D2FB: AraC family transcriptional regulator	73.2422
UniRef50_UPI000374D2FB: AraC family transcriptional regulator|unclassified	73.2422
UniRef50_UPI00037A43A6: hypothetical protein	72.2533
UniRef50_UPI00037A43A6: hypothetical protein|unclassified	72.2533
UniRef50_K1YSG7	71.6733
UniRef50_K1YSG7|unclassified	71.6733
UniRef50_UPI00047C5249: hypothetical protein	71.3339
UniRef50_UPI00047C5249: hypothetical protein|unclassified	71.3339
UniRef50_Q9CEY4: Putrescine carbamoyltransferase	71.0524
UniRef50_Q9CEY4: Putrescine carbamoyltransferase|unclassified	71.0524
UniRef50_A5P6T1	70.6693
UniRef50_A5P6T1|unclassified	70.6693
UniRef50_X0V0F8: Marine sediment metagenome DNA, contig: S01H1_S06032 (Fragment)	69.4659
UniRef50_X0V0F8: Marine sediment metagenome DNA, contig: S01H1_S06032 (Fragment)|unclassified	69.4659
UniRef50_UPI00037BDFDC: hypothetical protein	68.7455
UniRef50_UPI00037BDFDC: hypothetical protein|unclassified	68.7455
UniRef50_A9A331: Argininosuccinate lyase	68.5574
UniRef50_A9A331: Argininosuccinate lyase|unclassified	68.5574
UniRef50_D5G7N8: Whole genome shotgun sequence assembly, scaffold_14, strain Mel28	68.0905
UniRef50_D5G7N8: Whole genome shotgun sequence assembly, scaffold_14, strain Mel28|unclassified	68.0905
UniRef50_A8AA51: Acetylglutamate/acetylaminoadipate kinase	67.9924
UniRef50_A8AA51: Acetylglutamate/acetylaminoadipate kinase|unclassified	67.9924
UniRef50_UPI000440C7D5: arginine biosynthesis ArgJ	67.8597
UniRef50_UPI000440C7D5: arginine biosynthesis ArgJ|unclassified	67.8597
UniRef50_UPI00037DEFDE: hypothetical protein	67.2406
UniRef50_UPI00037DEFDE: hypothetical protein|unclassified	67.2406
UniRef50_UPI0003704F46: hypothetical protein	66.9742
UniRef50_UPI0003704F46: hypothetical protein|unclassified	66.9742
UniRef50_K8DAB6: Ion transporter, putative	66.7987
UniRef50_K8DAB6: Ion transporter, putative|unclassified	66.7987
UniRef50_UPI00042B734C: Ornithine-delta-aminotransferase isoform 2	66.758
UniRef50_UPI00042B734C: Ornithine-delta-aminotransferase isoform 2|unclassified	66.758
UniRef50_X0PHL6: Acetylornithine deacetylase	66.3568
UniRef50_X0PHL6: Acetylornithine deacetylase|unclassified	66.3568
UniRef50_UPI000477C702: hypothetical protein	65.9754
UniRef50_UPI000477C702: hypothetical protein|unclassified	65.9754
UniRef50_UPI00035FB65A: hypothetical protein	65.9479
UniRef50_UPI00035FB65A: hypothetical protein|unclassified	65.9479
UniRef50_UPI000422AE79: hypothetical protein	65.9219
UniRef50_UPI000422AE79: hypothetical protein|unclassified	65.9219
UniRef50_Q9P7L5: Ornithine aminotransferase car2	65.4515
UniRef50_Q9P7L5: Ornithine aminotransferase car2|unclassified	65.4515
UniRef50_UPI0002626F5F: N-acetyl-gamma-glutamyl-phosphate reductase	65.0483
UniRef50_UPI0002626F5F: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	65.0483
UniRef50_Q9YBY6: Acetylornithine/acetyl-lysine aminotransferase	64.9071
UniRef50_Q9YBY6: Acetylornithine/acetyl-lysine aminotransferase|unclassified	64.9071
UniRef50_Q54M18: Bifunctional protein argC, mitochondrial	64.8675
UniRef50_Q54M18: Bifunctional protein argC, mitochondrial|unclassified	64.8675
UniRef50_UPI00047A6A64: GCN5 family acetyltransferase	64.673
UniRef50_UPI00047A6A64: GCN5 family acetyltransferase|unclassified	64.673
UniRef50_Q1AS30: Acetylglutamate kinase	64.5219
UniRef50_Q1AS30: Acetylglutamate kinase|unclassified	64.5219
UniRef50_UPI0003DF54DA: PREDICTED: ornithine aminotransferase, mitochondrial-like isoform X2	62.7581
UniRef50_UPI0003DF54DA: PREDICTED: ornithine aminotransferase, mitochondrial-like isoform X2|unclassified	62.7581
UniRef50_UPI0002DF3098: hypothetical protein	62.7264
UniRef50_UPI0002DF3098: hypothetical protein|unclassified	62.7264
UniRef50_UPI000237C4B7: aspartate/ornithine carbamoyltransferase carbamoyl phosphate-binding subunit	62.6805
UniRef50_UPI000237C4B7: aspartate/ornithine carbamoyltransferase carbamoyl phosphate-binding subunit|unclassified	62.6805
UniRef50_W1Y2S5: M20/DapE family protein YgeY (Fragment)	62.4808
UniRef50_W1Y2S5: M20/DapE family protein YgeY (Fragment)|unclassified	62.4808
UniRef50_W6K422	62.1059
UniRef50_W6K422|unclassified	62.1059
UniRef50_R6FMI0	62.0129
UniRef50_R6FMI0|unclassified	62.0129
UniRef50_UPI00039FE31F: hypothetical protein	61.8497
UniRef50_UPI00039FE31F: hypothetical protein|unclassified	61.8497
UniRef50_W7CZ49: Succinyl-diaminopimelate desuccinylase	59.9726
UniRef50_W7CZ49: Succinyl-diaminopimelate desuccinylase|unclassified	59.9726
UniRef50_UPI000248C69B: hypothetical protein	59.928
UniRef50_UPI000248C69B: hypothetical protein|unclassified	59.928
UniRef50_R6BS68	59.2807
UniRef50_R6BS68|unclassified	59.2807
UniRef50_UPI00036AD104: hypothetical protein, partial	58.8234
UniRef50_UPI00036AD104: hypothetical protein, partial|unclassified	58.8234
UniRef50_P78605: Ornithine carbamoyltransferase, mitochondrial	57.3748
UniRef50_P78605: Ornithine carbamoyltransferase, mitochondrial|unclassified	57.3748
UniRef50_K1TGA9: Peptidase M20 (Fragment)	57.1241
UniRef50_K1TGA9: Peptidase M20 (Fragment)|unclassified	57.1241
UniRef50_Q0EZW3	57.0994
UniRef50_Q0EZW3|unclassified	57.0994
UniRef50_UPI00036A7D7D: hypothetical protein	56.905
UniRef50_UPI00036A7D7D: hypothetical protein|unclassified	56.905
UniRef50_P59391: N-acetyl-gamma-glutamyl-phosphate reductase 1	56.5093
UniRef50_P59391: N-acetyl-gamma-glutamyl-phosphate reductase 1|unclassified	56.5093
UniRef50_UPI00037BE015: hypothetical protein	56.4021
UniRef50_UPI00037BE015: hypothetical protein|unclassified	56.4021
UniRef50_UPI00037BB09D: hypothetical protein	56.1422
UniRef50_UPI00037BB09D: hypothetical protein|unclassified	56.1422
UniRef50_P07991: Ornithine aminotransferase	55.9565
UniRef50_P07991: Ornithine aminotransferase|unclassified	55.9565
UniRef50_UPI00037DDB28: hypothetical protein, partial	55.8045
UniRef50_UPI00037DDB28: hypothetical protein, partial|unclassified	55.8045
UniRef50_X1UL69: Marine sediment metagenome DNA, contig: S12H4_S26089	55.6897
UniRef50_X1UL69: Marine sediment metagenome DNA, contig: S12H4_S26089|unclassified	55.6897
UniRef50_UPI00036038AE: hypothetical protein	55.6311
UniRef50_UPI00036038AE: hypothetical protein|unclassified	55.6311
UniRef50_R6E963	53.6774
UniRef50_R6E963|unclassified	53.6774
UniRef50_UPI0001584AAE: hypothetical protein BC1G_07181	53.4304
UniRef50_UPI0001584AAE: hypothetical protein BC1G_07181|unclassified	53.4304
UniRef50_Q1IIY8: Arginine repressor	53.3814
UniRef50_Q1IIY8: Arginine repressor|unclassified	53.3814
UniRef50_X5P8F6	53.3155
UniRef50_X5P8F6|unclassified	53.3155
UniRef50_UPI00029AB817: hypothetical protein	53.2272
UniRef50_UPI00029AB817: hypothetical protein|unclassified	53.2272
UniRef50_I2IB99: Acetylornithine deacetylase/succinyldiaminopimelate desuccinylase-like deacylase	52.9287
UniRef50_I2IB99: Acetylornithine deacetylase/succinyldiaminopimelate desuccinylase-like deacylase|unclassified	52.9287
UniRef50_K2BFJ4: Transcriptional regulator, AraC family (Fragment)	52.8693
UniRef50_K2BFJ4: Transcriptional regulator, AraC family (Fragment)|unclassified	52.8693
UniRef50_UPI0003B2F933: hypothetical protein	52.6946
UniRef50_UPI0003B2F933: hypothetical protein|unclassified	52.6946
