# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-RPKs
UniRef50_Q9F263|unclassified	209.4551315670
UniRef50_Q1LT01: Hydroxyacylglutathione hydrolase	209.0945143988
UniRef50_Q1LT01: Hydroxyacylglutathione hydrolase|unclassified	209.0945143988
UniRef50_W1JHR5: Cation efflux system protein (Fragment)	208.9793124477
UniRef50_W1JHR5: Cation efflux system protein (Fragment)|unclassified	208.9793124477
UniRef50_M3SQK0	208.5038650726
UniRef50_M3SQK0|unclassified	208.5038650726
UniRef50_Q8TME2: Quinolinate synthase A 2	207.9782215350
UniRef50_Q8TME2: Quinolinate synthase A 2|unclassified	207.9782215350
UniRef50_UPI00046EB449: hypothetical protein	207.8753846825
UniRef50_UPI00046EB449: hypothetical protein|unclassified	207.8753846825
UniRef50_UPI000368C9A8: membrane protein	205.8512599174
UniRef50_UPI000368C9A8: membrane protein|unclassified	205.8512599174
UniRef50_B7I2G7	205.5275080343
UniRef50_B7I2G7|unclassified	205.5275080343
UniRef50_UPI00047078AA: hypothetical protein	205.1247700188
UniRef50_UPI00047078AA: hypothetical protein|unclassified	205.1247700188
UniRef50_Q8PNI0: Hydroxyacylglutathione hydrolase	203.7434384819
UniRef50_Q8PNI0: Hydroxyacylglutathione hydrolase|unclassified	203.7434384819
UniRef50_UPI000466BF2E: transporter, partial	203.4851912051
UniRef50_UPI000466BF2E: transporter, partial|unclassified	203.4851912051
UniRef50_UPI00046F048D: hypothetical protein	203.4562437336
UniRef50_UPI00046F048D: hypothetical protein|unclassified	203.4562437336
UniRef50_UPI000312219E: hypothetical protein	203.3456644881
UniRef50_UPI000312219E: hypothetical protein|unclassified	203.3456644881
UniRef50_O67730: Quinolinate synthase A	203.2721048594
UniRef50_O67730: Quinolinate synthase A|unclassified	203.2721048594
UniRef50_W1CM60: Cobalt/zinc/cadmium efflux RND transporter,membrane fusion protein, CzcB family	201.9870224357
UniRef50_W1CM60: Cobalt/zinc/cadmium efflux RND transporter,membrane fusion protein, CzcB family|unclassified	201.9870224357
UniRef50_UPI000360660F: hypothetical protein	201.2095459694
UniRef50_UPI000360660F: hypothetical protein|unclassified	201.2095459694
UniRef50_A0A010HHX9: Putative membrane protein (Fragment)	201.0287078258
UniRef50_A0A010HHX9: Putative membrane protein (Fragment)|unclassified	201.0287078258
UniRef50_UPI0004751136: membrane protein	200.2117964319
UniRef50_UPI0004751136: membrane protein|unclassified	200.2117964319
UniRef50_UPI0002EB830F: hypothetical protein	200.1082287403
UniRef50_UPI0002EB830F: hypothetical protein|unclassified	200.1082287403
UniRef50_UPI000473BDDC: hypothetical protein, partial	197.3915808337
UniRef50_UPI000473BDDC: hypothetical protein, partial|unclassified	197.3915808337
UniRef50_UPI00041970DE: hypothetical protein	196.8328490363
UniRef50_UPI00041970DE: hypothetical protein|unclassified	196.8328490363
UniRef50_B2V9E3: Quinolinate synthase A	195.8954442549
UniRef50_B2V9E3: Quinolinate synthase A|unclassified	195.8954442549
UniRef50_A1S6T3: Hydroxyacylglutathione hydrolase	193.0968383421
UniRef50_A1S6T3: Hydroxyacylglutathione hydrolase|unclassified	193.0968383421
UniRef50_K0VXP0	192.5128004676
UniRef50_K0VXP0|unclassified	192.5128004676
UniRef50_B5WVI2	192.0804390917
UniRef50_B5WVI2|unclassified	192.0804390917
UniRef50_UPI00046CA235: hypothetical protein	191.5664821945
UniRef50_UPI00046CA235: hypothetical protein|unclassified	191.5664821945
UniRef50_UPI00016AEF87: cobalt-zinc-cadmium resistance efflux protein, partial	191.3837994112
UniRef50_UPI00016AEF87: cobalt-zinc-cadmium resistance efflux protein, partial|unclassified	191.3837994112
UniRef50_Q97K94: Quinolinate synthase A	190.8614471252
UniRef50_Q97K94: Quinolinate synthase A|unclassified	190.8614471252
UniRef50_UPI00037F5FC5: hypothetical protein	190.4326259018
UniRef50_UPI00037F5FC5: hypothetical protein|unclassified	190.4326259018
UniRef50_I7XCH0	188.7609856727
UniRef50_I7XCH0|unclassified	188.7609856727
UniRef50_UPI000466756F: multidrug DMT transporter permease, partial	188.2504428959
UniRef50_UPI000466756F: multidrug DMT transporter permease, partial|unclassified	188.2504428959
UniRef50_Q5XA36: Transcriptional regulator, MerR family	188.1818506942
UniRef50_Q5XA36: Transcriptional regulator, MerR family|unclassified	188.1818506942
UniRef50_UPI0003697D6B: hypothetical protein	188.1195396757
UniRef50_UPI0003697D6B: hypothetical protein|unclassified	188.1195396757
UniRef50_UPI0003684404: hypothetical protein	188.0658070008
UniRef50_UPI0003684404: hypothetical protein|unclassified	188.0658070008
UniRef50_UPI0004647731: hypothetical protein	185.4614202712
UniRef50_UPI0004647731: hypothetical protein|unclassified	185.4614202712
UniRef50_UPI0003C1530B	185.4004294184
UniRef50_UPI0003C1530B|unclassified	185.4004294184
UniRef50_O32219: Cadmium, zinc and cobalt-transporting ATPase	184.9653926983
UniRef50_O32219: Cadmium, zinc and cobalt-transporting ATPase|unclassified	184.9653926983
UniRef50_T1C7D1: Heavy metal RND efflux transporter, CzcA family protein (Fragment)	184.2714063746
UniRef50_T1C7D1: Heavy metal RND efflux transporter, CzcA family protein (Fragment)|unclassified	184.2714063746
UniRef50_B0P8V4	184.1932617645
UniRef50_B0P8V4|unclassified	184.1932617645
UniRef50_UPI0003B3C477: metal transporter	184.0496824918
UniRef50_UPI0003B3C477: metal transporter|unclassified	184.0496824918
UniRef50_UPI0002BA09BE: hypothetical protein, partial	183.8949159660
UniRef50_UPI0002BA09BE: hypothetical protein, partial|unclassified	183.8949159660
UniRef50_UPI0004766E14: membrane protein	182.9465256173
UniRef50_UPI0004766E14: membrane protein|unclassified	182.9465256173
UniRef50_UPI00031DA408: hypothetical protein	182.4372413530
UniRef50_UPI00031DA408: hypothetical protein|unclassified	182.4372413530
UniRef50_UPI0002FF4BA7: hypothetical protein	182.1434124319
UniRef50_UPI0002FF4BA7: hypothetical protein|unclassified	182.1434124319
UniRef50_UPI000478FB0B: membrane protein, partial	181.8492086414
UniRef50_UPI000478FB0B: membrane protein, partial|unclassified	181.8492086414
UniRef50_P37386: Probable cadmium-transporting ATPase	181.5809145731
UniRef50_P37386: Probable cadmium-transporting ATPase|unclassified	181.5809145731
UniRef50_UPI000466A9CB: transcriptional regulator	179.9217612321
UniRef50_UPI000466A9CB: transcriptional regulator|unclassified	179.9217612321
UniRef50_UPI00046840BF: hypothetical protein, partial	178.7102691136
UniRef50_UPI00046840BF: hypothetical protein, partial|unclassified	178.7102691136
UniRef50_Q9V2R2: Quinolinate synthase A	178.3434839176
UniRef50_Q9V2R2: Quinolinate synthase A|unclassified	178.3434839176
UniRef50_UPI00046ACE0B: membrane protein	177.9241430304
UniRef50_UPI00046ACE0B: membrane protein|unclassified	177.9241430304
UniRef50_I8RJ98: Acriflavin resistance protein (Fragment)	176.7247865129
UniRef50_I8RJ98: Acriflavin resistance protein (Fragment)|unclassified	176.7247865129
UniRef50_F8XXB1: Heavy metal efflux pump, CzcA family protein	176.5418564844
UniRef50_F8XXB1: Heavy metal efflux pump, CzcA family protein|unclassified	176.5418564844
UniRef50_UPI00035C260D: hypothetical protein	175.2027621811
UniRef50_UPI00035C260D: hypothetical protein|unclassified	175.2027621811
UniRef50_A5BT17	173.1597193460
UniRef50_A5BT17|unclassified	173.1597193460
UniRef50_Q5QZL0: Hydroxyacylglutathione hydrolase	172.8832838015
UniRef50_Q5QZL0: Hydroxyacylglutathione hydrolase|unclassified	172.8832838015
UniRef50_UPI0003188D4F: hypothetical protein	172.4879847870
UniRef50_UPI0003188D4F: hypothetical protein|unclassified	172.4879847870
UniRef50_UPI0004679984: cadmium transporter	172.3597510891
UniRef50_UPI0004679984: cadmium transporter|unclassified	172.3597510891
UniRef50_UPI00016C0B84: cation efflux family protein, putative	171.7694715537
UniRef50_UPI00016C0B84: cation efflux family protein, putative|unclassified	171.7694715537
UniRef50_UPI000478C13C: hypothetical protein, partial	171.2033282102
UniRef50_UPI000478C13C: hypothetical protein, partial|unclassified	171.2033282102
UniRef50_Q72N73: Quinolinate synthase A	170.5960429147
UniRef50_Q72N73: Quinolinate synthase A|unclassified	170.5960429147
UniRef50_Q47FN7: Hydroxyacylglutathione hydrolase	170.4086674752
UniRef50_Q47FN7: Hydroxyacylglutathione hydrolase|unclassified	170.4086674752
UniRef50_UPI000191381B: hypothetical protein, partial	169.8308641070
UniRef50_UPI000191381B: hypothetical protein, partial|unclassified	169.8308641070
UniRef50_I2DSU9: Transcriptional regulator, MerR family	169.7486006483
UniRef50_I2DSU9: Transcriptional regulator, MerR family|unclassified	169.7486006483
UniRef50_Q2RP80: Hydroxyacylglutathione hydrolase	168.9034714445
UniRef50_Q2RP80: Hydroxyacylglutathione hydrolase|unclassified	168.9034714445
UniRef50_K1YMA5	168.8142022269
UniRef50_K1YMA5|unclassified	168.8142022269
UniRef50_UPI0003FE91FB: hypothetical protein	166.5752617975
UniRef50_UPI0003FE91FB: hypothetical protein|unclassified	166.5752617975
UniRef50_UPI000474EA39: hypothetical protein, partial	165.9632683155
UniRef50_UPI000474EA39: hypothetical protein, partial|unclassified	165.9632683155
UniRef50_UPI0004639A9A: hypothetical protein	165.8090219389
UniRef50_UPI0004639A9A: hypothetical protein|unclassified	165.8090219389
UniRef50_A0A022GY86	165.6703136161
UniRef50_A0A022GY86|unclassified	165.6703136161
UniRef50_G9AWH7	165.3647287649
UniRef50_G9AWH7|unclassified	165.3647287649
UniRef50_UPI0004724657: transporter, partial	164.9367099458
UniRef50_UPI0004724657: transporter, partial|unclassified	164.9367099458
UniRef50_UPI000467396B: multidrug transporter AcrB	164.4496945315
UniRef50_UPI000467396B: multidrug transporter AcrB|unclassified	164.4496945315
UniRef50_Q92MF8: Hydroxyacylglutathione hydrolase	163.9030001268
UniRef50_Q92MF8: Hydroxyacylglutathione hydrolase|unclassified	163.9030001268
UniRef50_UPI0004764EDB: cation transporter	162.4368806316
UniRef50_UPI0004764EDB: cation transporter|unclassified	162.4368806316
UniRef50_UPI00047ED16F: multidrug transporter AcrB	162.4258474478
UniRef50_UPI00047ED16F: multidrug transporter AcrB|unclassified	162.4258474478
UniRef50_A4TLY6	161.5373090072
UniRef50_A4TLY6|unclassified	161.5373090072
UniRef50_A5UF43: Hydroxyacylglutathione hydrolase	161.3903076738
UniRef50_A5UF43: Hydroxyacylglutathione hydrolase|unclassified	161.3903076738
UniRef50_UPI00046F8633: cation transporter	159.2542748896
UniRef50_UPI00046F8633: cation transporter|unclassified	159.2542748896
UniRef50_J3G978	158.2851564655
UniRef50_J3G978|unclassified	158.2851564655
UniRef50_A0A011P103	157.9857619683
UniRef50_A0A011P103|unclassified	157.9857619683
UniRef50_Q8D3D4: Hydroxyacylglutathione hydrolase	157.7344247293
UniRef50_Q8D3D4: Hydroxyacylglutathione hydrolase|unclassified	157.7344247293
UniRef50_UPI0004668E62: RND transporter	157.4731776320
UniRef50_UPI0004668E62: RND transporter|unclassified	157.4731776320
UniRef50_UPI0004685071: MerR family transcriptional regulator	157.4432751044
UniRef50_UPI0004685071: MerR family transcriptional regulator|unclassified	157.4432751044
UniRef50_D1D1H4	157.3031400676
UniRef50_D1D1H4|unclassified	157.3031400676
UniRef50_UPI0003C14893: PREDICTED: quinolinate synthase A-like	156.6510384978
UniRef50_UPI0003C14893: PREDICTED: quinolinate synthase A-like|unclassified	156.6510384978
UniRef50_UPI00016A2AB8: hypothetical protein, partial	156.5048466870
UniRef50_UPI00016A2AB8: hypothetical protein, partial|unclassified	156.5048466870
UniRef50_UPI00037A202F: hypothetical protein, partial	156.2278239590
UniRef50_UPI00037A202F: hypothetical protein, partial|unclassified	156.2278239590
UniRef50_UPI00031A536F: hypothetical protein	155.9893575320
UniRef50_UPI00031A536F: hypothetical protein|unclassified	155.9893575320
UniRef50_UPI00037D44EB: hypothetical protein	155.8107034587
UniRef50_UPI00037D44EB: hypothetical protein|unclassified	155.8107034587
UniRef50_UPI00046EDC37: hypothetical protein	155.2905660648
UniRef50_UPI00046EDC37: hypothetical protein|unclassified	155.2905660648
UniRef50_A0A011PU66: Cation efflux system protein CzcA	155.2007526064
UniRef50_A0A011PU66: Cation efflux system protein CzcA|unclassified	155.2007526064
UniRef50_Q11DS3: Hydroxyacylglutathione hydrolase	155.1022168743
UniRef50_Q11DS3: Hydroxyacylglutathione hydrolase|unclassified	155.1022168743
UniRef50_UPI0003B4BC53: RND transporter, partial	155.0811983039
UniRef50_UPI0003B4BC53: RND transporter, partial|unclassified	155.0811983039
UniRef50_A1YN36: Hypothetical UPF0187 protein	154.8841801464
UniRef50_A1YN36: Hypothetical UPF0187 protein|unclassified	154.8841801464
UniRef50_UPI000365D2CD: cation transporter	154.4859209340
UniRef50_UPI000365D2CD: cation transporter|unclassified	154.4859209340
UniRef50_UPI000466556B: hypothetical protein	154.2262549219
UniRef50_UPI000466556B: hypothetical protein|unclassified	154.2262549219
UniRef50_G6C549	154.1616382238
UniRef50_G6C549|unclassified	154.1616382238
UniRef50_UPI00047A2324: membrane protein	153.9206313058
UniRef50_UPI00047A2324: membrane protein|unclassified	153.9206313058
UniRef50_UPI0004781C09: hypothetical protein, partial	153.8020896537
UniRef50_UPI0004781C09: hypothetical protein, partial|unclassified	153.8020896537
UniRef50_UPI0002EDED66: hypothetical protein	153.5031436857
UniRef50_UPI0002EDED66: hypothetical protein|unclassified	153.5031436857
UniRef50_UPI00034503AC: hypothetical protein	153.2174690768
UniRef50_UPI00034503AC: hypothetical protein|unclassified	153.2174690768
UniRef50_Q0AM20: Hydroxyacylglutathione hydrolase	152.3950938279
UniRef50_Q0AM20: Hydroxyacylglutathione hydrolase|unclassified	152.3950938279
UniRef50_UPI00036F5D75: MULTISPECIES: RND transporter	151.9407761159
UniRef50_UPI00036F5D75: MULTISPECIES: RND transporter|unclassified	151.9407761159
UniRef50_UPI0002897027: hydroxyacylglutathione hydrolase, partial	151.0044683780
UniRef50_UPI0002897027: hydroxyacylglutathione hydrolase, partial|unclassified	151.0044683780
UniRef50_A0A022M6T7: Heavy metal resistance protein CzcA (Fragment)	150.9152886556
UniRef50_A0A022M6T7: Heavy metal resistance protein CzcA (Fragment)|unclassified	150.9152886556
UniRef50_UPI00046D5497: quinolinate synthetase	150.1579536777
UniRef50_UPI00046D5497: quinolinate synthetase|unclassified	150.1579536777
UniRef50_UPI0003A4B100: hypothetical protein	149.7242922810
UniRef50_UPI0003A4B100: hypothetical protein|unclassified	149.7242922810
UniRef50_A0A034SWQ4: Cu(I)/Ag(I) efflux system membrane protein CusB	149.2722839204
UniRef50_A0A034SWQ4: Cu(I)/Ag(I) efflux system membrane protein CusB|unclassified	149.2722839204
UniRef50_A4WUN2: Hydroxyacylglutathione hydrolase	148.7896373777
UniRef50_A4WUN2: Hydroxyacylglutathione hydrolase|unclassified	148.7896373777
UniRef50_R5II06	148.7375992885
UniRef50_R5II06|unclassified	148.7375992885
UniRef50_J8UTZ0	148.5372134227
UniRef50_J8UTZ0|unclassified	148.5372134227
UniRef50_UPI0002376CD5: acriflavin resistance protein, partial	148.3432357264
UniRef50_UPI0002376CD5: acriflavin resistance protein, partial|unclassified	148.3432357264
UniRef50_UPI0003B4021E: membrane protein	148.0773344471
UniRef50_UPI0003B4021E: membrane protein|unclassified	148.0773344471
UniRef50_R0FCM8	148.0518471273
UniRef50_R0FCM8|unclassified	148.0518471273
UniRef50_UPI0001910EED: putative transcriptional regulator	148.0113352984
UniRef50_UPI0001910EED: putative transcriptional regulator|unclassified	148.0113352984
UniRef50_UPI0003634F7E: hypothetical protein	147.8683725813
UniRef50_UPI0003634F7E: hypothetical protein|unclassified	147.8683725813
UniRef50_UPI00036A6DA4: hypothetical protein	147.6213119614
UniRef50_UPI00036A6DA4: hypothetical protein|unclassified	147.6213119614
UniRef50_UPI000371E604: hypothetical protein	147.2255442176
UniRef50_UPI000371E604: hypothetical protein|unclassified	147.2255442176
UniRef50_UPI0002376CBB: acriflavin resistance protein, partial	146.3587052653
UniRef50_UPI0002376CBB: acriflavin resistance protein, partial|unclassified	146.3587052653
UniRef50_UPI0003749D60: hypothetical protein	145.6712361431
UniRef50_UPI0003749D60: hypothetical protein|unclassified	145.6712361431
UniRef50_Q2SJ47: Hydroxyacylglutathione hydrolase	145.4940318051
UniRef50_Q2SJ47: Hydroxyacylglutathione hydrolase|unclassified	145.4940318051
UniRef50_A0A011PNA6	145.4417832668
UniRef50_A0A011PNA6|unclassified	145.4417832668
UniRef50_UPI0003A319E5: ferrous iron transporter	145.1964133341
UniRef50_UPI0003A319E5: ferrous iron transporter|unclassified	145.1964133341
UniRef50_UPI000377773D: hypothetical protein	144.5716507741
UniRef50_UPI000377773D: hypothetical protein|unclassified	144.5716507741
UniRef50_Q3IIR9: Hydroxyacylglutathione hydrolase	144.5653094719
UniRef50_Q3IIR9: Hydroxyacylglutathione hydrolase|unclassified	144.5653094719
UniRef50_UPI00046F1189: acriflavine resistance protein B	143.8175667571
UniRef50_UPI00046F1189: acriflavine resistance protein B|unclassified	143.8175667571
UniRef50_UPI0004067149: membrane protein	143.3959036750
UniRef50_UPI0004067149: membrane protein|unclassified	143.3959036750
UniRef50_UPI0002E7B190: hypothetical protein	143.2906062452
UniRef50_UPI0002E7B190: hypothetical protein|unclassified	143.2906062452
UniRef50_V5MBP1: MerR family transcriptional regulator	141.4609522780
UniRef50_V5MBP1: MerR family transcriptional regulator|unclassified	141.4609522780
UniRef50_A1U0V1: Hydroxyacylglutathione hydrolase	141.1486439618
UniRef50_A1U0V1: Hydroxyacylglutathione hydrolase|unclassified	141.1486439618
UniRef50_V9C8L4: Transcriptional regulator, MerR family	140.4907986311
UniRef50_V9C8L4: Transcriptional regulator, MerR family|unclassified	140.4907986311
UniRef50_UPI000475EE77: histidine kinase	139.4842448941
UniRef50_UPI000475EE77: histidine kinase|unclassified	139.4842448941
UniRef50_UPI00029AD598: cobalt transporter	139.1953527464
UniRef50_UPI00029AD598: cobalt transporter|unclassified	139.1953527464
