# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-CPM
UniRef50_UPI000360660F: hypothetical protein	805.701
UniRef50_UPI000360660F: hypothetical protein|unclassified	805.701
UniRef50_A0A010HHX9: Putative membrane protein (Fragment)	804.977
UniRef50_A0A010HHX9: Putative membrane protein (Fragment)|unclassified	804.977
UniRef50_UPI0004751136: membrane protein	801.706
UniRef50_UPI0004751136: membrane protein|unclassified	801.706
UniRef50_UPI0002EB830F: hypothetical protein	801.291
UniRef50_UPI0002EB830F: hypothetical protein|unclassified	801.291
UniRef50_UPI000473BDDC: hypothetical protein, partial	790.413
UniRef50_UPI000473BDDC: hypothetical protein, partial|unclassified	790.413
UniRef50_UPI00041970DE: hypothetical protein	788.176
UniRef50_UPI00041970DE: hypothetical protein|unclassified	788.176
UniRef50_B2V9E3: Quinolinate synthase A	784.422
UniRef50_B2V9E3: Quinolinate synthase A|unclassified	784.422
UniRef50_A1S6T3: Hydroxyacylglutathione hydrolase	773.216
UniRef50_A1S6T3: Hydroxyacylglutathione hydrolase|unclassified	773.216
UniRef50_K0VXP0	770.877
UniRef50_K0VXP0|unclassified	770.877
UniRef50_B5WVI2	769.146
UniRef50_B5WVI2|unclassified	769.146
UniRef50_UPI00046CA235: hypothetical protein	767.088
UniRef50_UPI00046CA235: hypothetical protein|unclassified	767.088
UniRef50_UPI00016AEF87: cobalt-zinc-cadmium resistance efflux protein, partial	766.356
UniRef50_UPI00016AEF87: cobalt-zinc-cadmium resistance efflux protein, partial|unclassified	766.356
UniRef50_Q97K94: Quinolinate synthase A	764.264
UniRef50_Q97K94: Quinolinate synthase A|unclassified	764.264
UniRef50_UPI00037F5FC5: hypothetical protein	762.547
UniRef50_UPI00037F5FC5: hypothetical protein|unclassified	762.547
UniRef50_I7XCH0	755.854
UniRef50_I7XCH0|unclassified	755.854
UniRef50_UPI000466756F: multidrug DMT transporter permease, partial	753.809
UniRef50_UPI000466756F: multidrug DMT transporter permease, partial|unclassified	753.809
UniRef50_Q5XA36: Transcriptional regulator, MerR family	753.535
UniRef50_Q5XA36: Transcriptional regulator, MerR family|unclassified	753.535
UniRef50_UPI0003697D6B: hypothetical protein	753.285
UniRef50_UPI0003697D6B: hypothetical protein|unclassified	753.285
UniRef50_UPI0003684404: hypothetical protein	753.07
UniRef50_UPI0003684404: hypothetical protein|unclassified	753.07
UniRef50_UPI0004647731: hypothetical protein	742.641
UniRef50_UPI0004647731: hypothetical protein|unclassified	742.641
UniRef50_UPI0003C1530B	742.397
UniRef50_UPI0003C1530B|unclassified	742.397
UniRef50_O32219: Cadmium, zinc and cobalt-transporting ATPase	740.655
UniRef50_O32219: Cadmium, zinc and cobalt-transporting ATPase|unclassified	740.655
UniRef50_T1C7D1: Heavy metal RND efflux transporter, CzcA family protein (Fragment)	737.876
UniRef50_T1C7D1: Heavy metal RND efflux transporter, CzcA family protein (Fragment)|unclassified	737.876
UniRef50_B0P8V4	737.563
UniRef50_B0P8V4|unclassified	737.563
UniRef50_UPI0003B3C477: metal transporter	736.988
UniRef50_UPI0003B3C477: metal transporter|unclassified	736.988
UniRef50_UPI0002BA09BE: hypothetical protein, partial	736.368
UniRef50_UPI0002BA09BE: hypothetical protein, partial|unclassified	736.368
UniRef50_UPI0004766E14: membrane protein	732.571
UniRef50_UPI0004766E14: membrane protein|unclassified	732.571
UniRef50_UPI00031DA408: hypothetical protein	730.531
UniRef50_UPI00031DA408: hypothetical protein|unclassified	730.531
UniRef50_UPI0002FF4BA7: hypothetical protein	729.355
UniRef50_UPI0002FF4BA7: hypothetical protein|unclassified	729.355
UniRef50_UPI000478FB0B: membrane protein, partial	728.177
UniRef50_UPI000478FB0B: membrane protein, partial|unclassified	728.177
UniRef50_P37386: Probable cadmium-transporting ATPase	727.102
UniRef50_P37386: Probable cadmium-transporting ATPase|unclassified	727.102
UniRef50_UPI000466A9CB: transcriptional regulator	720.459
UniRef50_UPI000466A9CB: transcriptional regulator|unclassified	720.459
UniRef50_UPI00046840BF: hypothetical protein, partial	715.608
UniRef50_UPI00046840BF: hypothetical protein, partial|unclassified	715.608
UniRef50_Q9V2R2: Quinolinate synthase A	714.139
UniRef50_Q9V2R2: Quinolinate synthase A|unclassified	714.139
UniRef50_UPI00046ACE0B: membrane protein	712.46
UniRef50_UPI00046ACE0B: membrane protein|unclassified	712.46
UniRef50_I8RJ98: Acriflavin resistance protein (Fragment)	707.657
UniRef50_I8RJ98: Acriflavin resistance protein (Fragment)|unclassified	707.657
UniRef50_F8XXB1: Heavy metal efflux pump, CzcA family protein	706.925
UniRef50_F8XXB1: Heavy metal efflux pump, CzcA family protein|unclassified	706.925
UniRef50_UPI00035C260D: hypothetical protein	701.563
UniRef50_UPI00035C260D: hypothetical protein|unclassified	701.563
UniRef50_A5BT17	693.382
UniRef50_A5BT17|unclassified	693.382
UniRef50_Q5QZL0: Hydroxyacylglutathione hydrolase	692.275
UniRef50_Q5QZL0: Hydroxyacylglutathione hydrolase|unclassified	692.275
UniRef50_UPI0003188D4F: hypothetical protein	690.692
UniRef50_UPI0003188D4F: hypothetical protein|unclassified	690.692
UniRef50_UPI0004679984: cadmium transporter	690.178
UniRef50_UPI0004679984: cadmium transporter|unclassified	690.178
UniRef50_UPI00016C0B84: cation efflux family protein, putative	687.815
UniRef50_UPI00016C0B84: cation efflux family protein, putative|unclassified	687.815
UniRef50_UPI000478C13C: hypothetical protein, partial	685.548
UniRef50_UPI000478C13C: hypothetical protein, partial|unclassified	685.548
UniRef50_Q72N73: Quinolinate synthase A	683.116
UniRef50_Q72N73: Quinolinate synthase A|unclassified	683.116
UniRef50_Q47FN7: Hydroxyacylglutathione hydrolase	682.366
UniRef50_Q47FN7: Hydroxyacylglutathione hydrolase|unclassified	682.366
UniRef50_UPI000191381B: hypothetical protein, partial	680.052
UniRef50_UPI000191381B: hypothetical protein, partial|unclassified	680.052
UniRef50_I2DSU9: Transcriptional regulator, MerR family	679.722
UniRef50_I2DSU9: Transcriptional regulator, MerR family|unclassified	679.722
UniRef50_Q2RP80: Hydroxyacylglutathione hydrolase	676.338
UniRef50_Q2RP80: Hydroxyacylglutathione hydrolase|unclassified	676.338
UniRef50_K1YMA5	675.981
UniRef50_K1YMA5|unclassified	675.981
UniRef50_UPI0003FE91FB: hypothetical protein	667.016
UniRef50_UPI0003FE91FB: hypothetical protein|unclassified	667.016
UniRef50_UPI000474EA39: hypothetical protein, partial	664.565
UniRef50_UPI000474EA39: hypothetical protein, partial|unclassified	664.565
UniRef50_UPI0004639A9A: hypothetical protein	663.947
UniRef50_UPI0004639A9A: hypothetical protein|unclassified	663.947
UniRef50_A0A022GY86	663.392
UniRef50_A0A022GY86|unclassified	663.392
UniRef50_G9AWH7	662.168
UniRef50_G9AWH7|unclassified	662.168
UniRef50_UPI0004724657: transporter, partial	660.454
UniRef50_UPI0004724657: transporter, partial|unclassified	660.454
UniRef50_UPI000467396B: multidrug transporter AcrB	658.504
UniRef50_UPI000467396B: multidrug transporter AcrB|unclassified	658.504
UniRef50_Q92MF8: Hydroxyacylglutathione hydrolase	656.315
UniRef50_Q92MF8: Hydroxyacylglutathione hydrolase|unclassified	656.315
UniRef50_UPI0004764EDB: cation transporter	650.444
UniRef50_UPI0004764EDB: cation transporter|unclassified	650.444
UniRef50_UPI00047ED16F: multidrug transporter AcrB	650.4
UniRef50_UPI00047ED16F: multidrug transporter AcrB|unclassified	650.4
UniRef50_A4TLY6	646.842
UniRef50_A4TLY6|unclassified	646.842
UniRef50_A5UF43: Hydroxyacylglutathione hydrolase	646.253
UniRef50_A5UF43: Hydroxyacylglutathione hydrolase|unclassified	646.253
UniRef50_UPI00046F8633: cation transporter	637.7
UniRef50_UPI00046F8633: cation transporter|unclassified	637.7
UniRef50_J3G978	633.82
UniRef50_J3G978|unclassified	633.82
UniRef50_A0A011P103	632.621
UniRef50_A0A011P103|unclassified	632.621
UniRef50_Q8D3D4: Hydroxyacylglutathione hydrolase	631.614
UniRef50_Q8D3D4: Hydroxyacylglutathione hydrolase|unclassified	631.614
UniRef50_UPI0004668E62: RND transporter	630.568
UniRef50_UPI0004668E62: RND transporter|unclassified	630.568
UniRef50_UPI0004685071: MerR family transcriptional regulator	630.448
UniRef50_UPI0004685071: MerR family transcriptional regulator|unclassified	630.448
UniRef50_D1D1H4	629.887
UniRef50_D1D1H4|unclassified	629.887
UniRef50_UPI0003C14893: PREDICTED: quinolinate synthase A-like	627.276
UniRef50_UPI0003C14893: PREDICTED: quinolinate synthase A-like|unclassified	627.276
UniRef50_UPI00016A2AB8: hypothetical protein, partial	626.691
UniRef50_UPI00016A2AB8: hypothetical protein, partial|unclassified	626.691
UniRef50_UPI00037A202F: hypothetical protein, partial	625.581
UniRef50_UPI00037A202F: hypothetical protein, partial|unclassified	625.581
UniRef50_UPI00031A536F: hypothetical protein	624.626
UniRef50_UPI00031A536F: hypothetical protein|unclassified	624.626
UniRef50_UPI00037D44EB: hypothetical protein	623.911
UniRef50_UPI00037D44EB: hypothetical protein|unclassified	623.911
UniRef50_UPI00046EDC37: hypothetical protein	621.828
UniRef50_UPI00046EDC37: hypothetical protein|unclassified	621.828
UniRef50_A0A011PU66: Cation efflux system protein CzcA	621.469
UniRef50_A0A011PU66: Cation efflux system protein CzcA|unclassified	621.469
UniRef50_Q11DS3: Hydroxyacylglutathione hydrolase	621.074
UniRef50_Q11DS3: Hydroxyacylglutathione hydrolase|unclassified	621.074
UniRef50_UPI0003B4BC53: RND transporter, partial	620.99
UniRef50_UPI0003B4BC53: RND transporter, partial|unclassified	620.99
UniRef50_A1YN36: Hypothetical UPF0187 protein	620.201
UniRef50_A1YN36: Hypothetical UPF0187 protein|unclassified	620.201
UniRef50_UPI000365D2CD: cation transporter	618.606
UniRef50_UPI000365D2CD: cation transporter|unclassified	618.606
UniRef50_UPI000466556B: hypothetical protein	617.567
UniRef50_UPI000466556B: hypothetical protein|unclassified	617.567
UniRef50_G6C549	617.308
UniRef50_G6C549|unclassified	617.308
UniRef50_UPI00047A2324: membrane protein	616.343
UniRef50_UPI00047A2324: membrane protein|unclassified	616.343
UniRef50_UPI0004781C09: hypothetical protein, partial	615.868
UniRef50_UPI0004781C09: hypothetical protein, partial|unclassified	615.868
UniRef50_UPI0002EDED66: hypothetical protein	614.671
UniRef50_UPI0002EDED66: hypothetical protein|unclassified	614.671
UniRef50_UPI00034503AC: hypothetical protein	613.527
UniRef50_UPI00034503AC: hypothetical protein|unclassified	613.527
UniRef50_Q0AM20: Hydroxyacylglutathione hydrolase	610.234
UniRef50_Q0AM20: Hydroxyacylglutathione hydrolase|unclassified	610.234
UniRef50_UPI00036F5D75: MULTISPECIES: RND transporter	608.415
UniRef50_UPI00036F5D75: MULTISPECIES: RND transporter|unclassified	608.415
UniRef50_UPI0002897027: hydroxyacylglutathione hydrolase, partial	604.666
UniRef50_UPI0002897027: hydroxyacylglutathione hydrolase, partial|unclassified	604.666
UniRef50_A0A022M6T7: Heavy metal resistance protein CzcA (Fragment)	604.308
UniRef50_A0A022M6T7: Heavy metal resistance protein CzcA (Fragment)|unclassified	604.308
UniRef50_UPI00046D5497: quinolinate synthetase	601.276
UniRef50_UPI00046D5497: quinolinate synthetase|unclassified	601.276
UniRef50_UPI0003A4B100: hypothetical protein	599.539
UniRef50_UPI0003A4B100: hypothetical protein|unclassified	599.539
UniRef50_A0A034SWQ4: Cu(I)/Ag(I) efflux system membrane protein CusB	597.729
UniRef50_A0A034SWQ4: Cu(I)/Ag(I) efflux system membrane protein CusB|unclassified	597.729
UniRef50_A4WUN2: Hydroxyacylglutathione hydrolase	595.797
UniRef50_A4WUN2: Hydroxyacylglutathione hydrolase|unclassified	595.797
UniRef50_R5II06	595.588
UniRef50_R5II06|unclassified	595.588
UniRef50_J8UTZ0	594.786
UniRef50_J8UTZ0|unclassified	594.786
UniRef50_UPI0002376CD5: acriflavin resistance protein, partial	594.009
UniRef50_UPI0002376CD5: acriflavin resistance protein, partial|unclassified	594.009
UniRef50_UPI0003B4021E: membrane protein	592.944
UniRef50_UPI0003B4021E: membrane protein|unclassified	592.944
UniRef50_R0FCM8	592.842
UniRef50_R0FCM8|unclassified	592.842
UniRef50_UPI0001910EED: putative transcriptional regulator	592.68
UniRef50_UPI0001910EED: putative transcriptional regulator|unclassified	592.68
UniRef50_UPI0003634F7E: hypothetical protein	592.108
UniRef50_UPI0003634F7E: hypothetical protein|unclassified	592.108
UniRef50_UPI00036A6DA4: hypothetical protein	591.118
UniRef50_UPI00036A6DA4: hypothetical protein|unclassified	591.118
UniRef50_UPI000371E604: hypothetical protein	589.534
UniRef50_UPI000371E604: hypothetical protein|unclassified	589.534
UniRef50_UPI0002376CBB: acriflavin resistance protein, partial	586.063
UniRef50_UPI0002376CBB: acriflavin resistance protein, partial|unclassified	586.063
UniRef50_UPI0003749D60: hypothetical protein	583.31
UniRef50_UPI0003749D60: hypothetical protein|unclassified	583.31
UniRef50_Q2SJ47: Hydroxyacylglutathione hydrolase	582.6
UniRef50_Q2SJ47: Hydroxyacylglutathione hydrolase|unclassified	582.6
UniRef50_A0A011PNA6	582.391
UniRef50_A0A011PNA6|unclassified	582.391
UniRef50_UPI0003A319E5: ferrous iron transporter	581.408
UniRef50_UPI0003A319E5: ferrous iron transporter|unclassified	581.408
UniRef50_UPI000377773D: hypothetical protein	578.907
UniRef50_UPI000377773D: hypothetical protein|unclassified	578.907
UniRef50_Q3IIR9: Hydroxyacylglutathione hydrolase	578.881
UniRef50_Q3IIR9: Hydroxyacylglutathione hydrolase|unclassified	578.881
UniRef50_UPI00046F1189: acriflavine resistance protein B	575.887
UniRef50_UPI00046F1189: acriflavine resistance protein B|unclassified	575.887
UniRef50_UPI0004067149: membrane protein	574.199
UniRef50_UPI0004067149: membrane protein|unclassified	574.199
UniRef50_UPI0002E7B190: hypothetical protein	573.777
UniRef50_UPI0002E7B190: hypothetical protein|unclassified	573.777
UniRef50_V5MBP1: MerR family transcriptional regulator	566.451
UniRef50_V5MBP1: MerR family transcriptional regulator|unclassified	566.451
UniRef50_A1U0V1: Hydroxyacylglutathione hydrolase	565.2
UniRef50_A1U0V1: Hydroxyacylglutathione hydrolase|unclassified	565.2
UniRef50_V9C8L4: Transcriptional regulator, MerR family	562.566
UniRef50_V9C8L4: Transcriptional regulator, MerR family|unclassified	562.566
UniRef50_UPI000475EE77: histidine kinase	558.535
UniRef50_UPI000475EE77: histidine kinase|unclassified	558.535
UniRef50_UPI00029AD598: cobalt transporter	557.378
UniRef50_UPI00029AD598: cobalt transporter|unclassified	557.378
UniRef50_UPI00045E732A: hypothetical protein	556.823
UniRef50_UPI00045E732A: hypothetical protein|unclassified	556.823
UniRef50_UPI000288FAC9: cation diffusion facilitator family transporter	555.588
UniRef50_UPI000288FAC9: cation diffusion facilitator family transporter|unclassified	555.588
UniRef50_UPI00046D2518	553.332
UniRef50_UPI00046D2518|unclassified	553.332
UniRef50_UPI000371648D: hypothetical protein	551.826
UniRef50_UPI000371648D: hypothetical protein|unclassified	551.826
UniRef50_UPI00046455B2: hypothetical protein	550.643
UniRef50_UPI00046455B2: hypothetical protein|unclassified	550.643
UniRef50_E4N7T1	550.561
UniRef50_E4N7T1|unclassified	550.561
UniRef50_UPI00046341FC: MerR family transcriptional regulator, partial	549.369
UniRef50_UPI00046341FC: MerR family transcriptional regulator, partial|unclassified	549.369
UniRef50_UPI0002F95E2F: hypothetical protein	547.167
UniRef50_UPI0002F95E2F: hypothetical protein|unclassified	547.167
UniRef50_Q5UXB3: Quinolinate synthase A	546.311
UniRef50_Q5UXB3: Quinolinate synthase A|unclassified	546.311
UniRef50_UPI00038F646F: Response regulator MprA	545.118
UniRef50_UPI00038F646F: Response regulator MprA|unclassified	545.118
UniRef50_Q3DPK4: Transcriptional regulator, MerR family	544.591
UniRef50_Q3DPK4: Transcriptional regulator, MerR family|unclassified	544.591
UniRef50_B1MBR0	543.715
UniRef50_B1MBR0|unclassified	543.715
UniRef50_Q6HMN2: Transcriptional regulator, MerR family	543.37
UniRef50_Q6HMN2: Transcriptional regulator, MerR family|unclassified	543.37
UniRef50_UPI000312F534: RND transporter	543.199
UniRef50_UPI000312F534: RND transporter|unclassified	543.199
UniRef50_A0A022FR92: Cobalt-zinc-cadmium resistance protein (Fragment)	542.816
UniRef50_A0A022FR92: Cobalt-zinc-cadmium resistance protein (Fragment)|unclassified	542.816
UniRef50_F4MZH2	542.231
UniRef50_F4MZH2|unclassified	542.231
UniRef50_UPI000477D1D2: hypothetical protein, partial	541.544
UniRef50_UPI000477D1D2: hypothetical protein, partial|unclassified	541.544
UniRef50_C3R1Y5	539.16
UniRef50_C3R1Y5|unclassified	539.16
UniRef50_UPI000469E9A0: hemolysin D	538.101
UniRef50_UPI000469E9A0: hemolysin D|unclassified	538.101
UniRef50_UPI00042411EC: hypothetical protein	536.401
UniRef50_UPI00042411EC: hypothetical protein|unclassified	536.401
UniRef50_UPI0003457CE4: cation diffusion facilitator family transporter	535.957
UniRef50_UPI0003457CE4: cation diffusion facilitator family transporter|unclassified	535.957
UniRef50_UPI0001BC909F: RND efflux transporter, partial	535.357
UniRef50_UPI0001BC909F: RND efflux transporter, partial|unclassified	535.357
UniRef50_UPI0004774B74: hypothetical protein	534.946
UniRef50_UPI0004774B74: hypothetical protein|unclassified	534.946
UniRef50_UPI00046F0CA1: hypothetical protein	534.551
UniRef50_UPI00046F0CA1: hypothetical protein|unclassified	534.551
UniRef50_Q6G1L3: Hydroxyacylglutathione hydrolase	533.874
UniRef50_Q6G1L3: Hydroxyacylglutathione hydrolase|unclassified	533.874
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial	533.662
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial|unclassified	533.662
UniRef50_UPI000427D17B: hydroxyacylglutathione hydrolase	531.679
UniRef50_UPI000427D17B: hydroxyacylglutathione hydrolase|unclassified	531.679
UniRef50_A0A011M3I2	528.368
UniRef50_A0A011M3I2|unclassified	528.368
UniRef50_UPI000472D117: hypothetical protein	524.209
UniRef50_UPI000472D117: hypothetical protein|unclassified	524.209
UniRef50_M5F528	521.943
UniRef50_M5F528|unclassified	521.943
UniRef50_UPI0004793278: membrane protein	520.112
UniRef50_UPI0004793278: membrane protein|unclassified	520.112
UniRef50_UPI0003740C4E: hypothetical protein	519.524
UniRef50_UPI0003740C4E: hypothetical protein|unclassified	519.524
UniRef50_UPI000466395B: hypothetical protein	519.17
UniRef50_UPI000466395B: hypothetical protein|unclassified	519.17
UniRef50_UPI00047ED767: cation transporter	516.81
UniRef50_UPI00047ED767: cation transporter|unclassified	516.81
UniRef50_W7AYH3: MerR family transcriptional regulator	516.11
UniRef50_W7AYH3: MerR family transcriptional regulator|unclassified	516.11
UniRef50_R4YDB8: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome	512.683
UniRef50_R4YDB8: Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432, complete genome|unclassified	512.683
UniRef50_UPI0003810233: hypothetical protein	511.588
UniRef50_UPI0003810233: hypothetical protein|unclassified	511.588
UniRef50_UPI0004728D71: hypothetical protein	509.907
UniRef50_UPI0004728D71: hypothetical protein|unclassified	509.907
UniRef50_A3MZD3: Hydroxyacylglutathione hydrolase	508.411
UniRef50_A3MZD3: Hydroxyacylglutathione hydrolase|unclassified	508.411
UniRef50_UPI00046A61D6: transporter	508.152
