# Gene Family	SampleAmmonia_assimilation_Abundance-CPM
UniRef50_X0ZPV9: Marine sediment metagenome DNA, contig: S01H4_L01154 (Fragment)	39.8502
UniRef50_X0ZPV9: Marine sediment metagenome DNA, contig: S01H4_L01154 (Fragment)|unclassified	39.8502
UniRef50_O58607	39.7722
UniRef50_O58607|unclassified	39.7722
UniRef50_UPI0001BF5FAB: hypothetical protein SMAC_10465, partial	39.4085
UniRef50_UPI0001BF5FAB: hypothetical protein SMAC_10465, partial|unclassified	39.4085
UniRef50_W7WW56	39.1964
UniRef50_W7WW56|unclassified	39.1964
UniRef50_UPI00046D7FA7: hypothetical protein	39.0661
UniRef50_UPI00046D7FA7: hypothetical protein|unclassified	39.0661
UniRef50_UPI0003B56116: 4Fe-4S ferredoxin	38.9045
UniRef50_UPI0003B56116: 4Fe-4S ferredoxin|unclassified	38.9045
UniRef50_D3DCP8	38.593
UniRef50_D3DCP8|unclassified	38.593
UniRef50_Q9UX71	38.3418
UniRef50_Q9UX71|unclassified	38.3418
UniRef50_UPI00036B2D56: hypothetical protein	38.2558
UniRef50_UPI00036B2D56: hypothetical protein|unclassified	38.2558
UniRef50_UPI00039BDF61: Fis family transcriptional regulator	38.177
UniRef50_UPI00039BDF61: Fis family transcriptional regulator|unclassified	38.177
UniRef50_UPI000364F7B9: hypothetical protein	37.9109
UniRef50_UPI000364F7B9: hypothetical protein|unclassified	37.9109
UniRef50_UPI0003629EBB: hypothetical protein	37.5478
UniRef50_UPI0003629EBB: hypothetical protein|unclassified	37.5478
UniRef50_UPI0003B51E20: chemotaxis protein CheY, partial	37.2401
UniRef50_UPI0003B51E20: chemotaxis protein CheY, partial|unclassified	37.2401
UniRef50_K4R7V8	37.1037
UniRef50_K4R7V8|unclassified	37.1037
UniRef50_UPI0001CBF617: sigma-54-dependent transcriptional regulator	36.9476
UniRef50_UPI0001CBF617: sigma-54-dependent transcriptional regulator|unclassified	36.9476
UniRef50_UPI00036FD780: hypothetical protein	36.9057
UniRef50_UPI00036FD780: hypothetical protein|unclassified	36.9057
UniRef50_UPI000050FB22: hypothetical protein	36.3153
UniRef50_UPI000050FB22: hypothetical protein|unclassified	36.3153
UniRef50_K2BW38: Pyridine nucleotide-disulfide oxidoreductase family	36.1857
UniRef50_K2BW38: Pyridine nucleotide-disulfide oxidoreductase family|unclassified	36.1857
UniRef50_UPI00046A4497: ammonium transporter	36.0466
UniRef50_UPI00046A4497: ammonium transporter|unclassified	36.0466
UniRef50_T0Y686: Oxidoreductase (Fragment)	35.9666
UniRef50_T0Y686: Oxidoreductase (Fragment)|unclassified	35.9666
UniRef50_UPI0002484D7D: PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase, partial	35.7463
UniRef50_UPI0002484D7D: PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase, partial|unclassified	35.7463
UniRef50_X7VK40: FAD binding-containing domain protein	35.5526
UniRef50_X7VK40: FAD binding-containing domain protein|unclassified	35.5526
UniRef50_R5ZLR0	35.5494
UniRef50_R5ZLR0|unclassified	35.5494
UniRef50_X0WG40: Marine sediment metagenome DNA, contig: S01H1_S21098 (Fragment)	35.1084
UniRef50_X0WG40: Marine sediment metagenome DNA, contig: S01H1_S21098 (Fragment)|unclassified	35.1084
UniRef50_UPI00026276D3: Fis family transcriptional regulator	34.8715
UniRef50_UPI00026276D3: Fis family transcriptional regulator|unclassified	34.8715
UniRef50_UPI000379C628: dihydropyrimidine dehydrogenase subunit A	34.6622
UniRef50_UPI000379C628: dihydropyrimidine dehydrogenase subunit A|unclassified	34.6622
UniRef50_L0SQG8	34.6092
UniRef50_L0SQG8|unclassified	34.6092
UniRef50_J0NAH5	34.5925
UniRef50_J0NAH5|unclassified	34.5925
UniRef50_D3HJD0	34.0936
UniRef50_D3HJD0|unclassified	34.0936
UniRef50_X1FFB7: Marine sediment metagenome DNA, contig: S03H2_L06246 (Fragment)	34.0922
UniRef50_X1FFB7: Marine sediment metagenome DNA, contig: S03H2_L06246 (Fragment)|unclassified	34.0922
UniRef50_Q58571: Tungsten-containing formylmethanofuran dehydrogenase 2 subunit C	33.966
UniRef50_Q58571: Tungsten-containing formylmethanofuran dehydrogenase 2 subunit C|unclassified	33.966
UniRef50_UPI0004629119: hypothetical protein	33.7989
UniRef50_UPI0004629119: hypothetical protein|unclassified	33.7989
UniRef50_UPI0004087987: Fis family transcriptional regulator	33.4899
UniRef50_UPI0004087987: Fis family transcriptional regulator|unclassified	33.4899
UniRef50_UPI000472FCAF: transcriptional regulator, partial	33.4072
UniRef50_UPI000472FCAF: transcriptional regulator, partial|unclassified	33.4072
UniRef50_UPI00046EBEB1: hypothetical protein	33.3938
UniRef50_UPI00046EBEB1: hypothetical protein|unclassified	33.3938
UniRef50_Z2EG45: Nitrogen assimilation regulatory protein (Fragment)	33.2956
UniRef50_Z2EG45: Nitrogen assimilation regulatory protein (Fragment)|unclassified	33.2956
UniRef50_UPI0004743A3C: hypothetical protein, partial	33.2714
UniRef50_UPI0004743A3C: hypothetical protein, partial|unclassified	33.2714
UniRef50_A0A022P3D2	33.1715
UniRef50_A0A022P3D2|unclassified	33.1715
UniRef50_R5KVI0	33.1036
UniRef50_R5KVI0|unclassified	33.1036
UniRef50_W6ED09: GlnB-like protein	32.7856
UniRef50_W6ED09: GlnB-like protein|unclassified	32.7856
UniRef50_U5YMA1: Nitrogen regulatory protein	32.7191
UniRef50_U5YMA1: Nitrogen regulatory protein|unclassified	32.7191
UniRef50_A0A011PJY0: Transcriptional regulatory protein FixJ	32.6161
UniRef50_A0A011PJY0: Transcriptional regulatory protein FixJ|unclassified	32.6161
UniRef50_UPI00047D7869: hypothetical protein	32.594
UniRef50_UPI00047D7869: hypothetical protein|unclassified	32.594
UniRef50_UPI00035D7BB8: hypothetical protein	32.5871
UniRef50_UPI00035D7BB8: hypothetical protein|unclassified	32.5871
UniRef50_X1Q9N2: Marine sediment metagenome DNA, contig: S06H3_S23904 (Fragment)	32.3494
UniRef50_X1Q9N2: Marine sediment metagenome DNA, contig: S06H3_S23904 (Fragment)|unclassified	32.3494
UniRef50_B9C0V2: Sigma54 specific transcriptional regulator with GAF sensor, Fis family (Fragment)	31.6097
UniRef50_B9C0V2: Sigma54 specific transcriptional regulator with GAF sensor, Fis family (Fragment)|unclassified	31.6097
UniRef50_UPI0003037665: hypothetical protein	31.6052
UniRef50_UPI0003037665: hypothetical protein|unclassified	31.6052
UniRef50_UPI0003B32201: Fis family transcriptional regulator	31.5951
UniRef50_UPI0003B32201: Fis family transcriptional regulator|unclassified	31.5951
UniRef50_W1Y3M8	31.4527
UniRef50_W1Y3M8|unclassified	31.4527
UniRef50_R6GGR9	31.303
UniRef50_R6GGR9|unclassified	31.303
UniRef50_UPI000375C46E: hypothetical protein	31.1008
UniRef50_UPI000375C46E: hypothetical protein|unclassified	31.1008
UniRef50_J8UX27	31.0823
UniRef50_J8UX27|unclassified	31.0823
UniRef50_W7VSU8	31.0265
UniRef50_W7VSU8|unclassified	31.0265
UniRef50_UPI000465CE8D: hypothetical protein	30.9354
UniRef50_UPI000465CE8D: hypothetical protein|unclassified	30.9354
UniRef50_UPI00038159A6: hypothetical protein	30.8654
UniRef50_UPI00038159A6: hypothetical protein|unclassified	30.8654
UniRef50_UPI0003622A96: hypothetical protein, partial	30.7996
UniRef50_UPI0003622A96: hypothetical protein, partial|unclassified	30.7996
UniRef50_UPI0004074EC8: hypothetical protein	30.7662
UniRef50_UPI0004074EC8: hypothetical protein|unclassified	30.7662
UniRef50_UPI000368E234: ATPase AAA	30.7452
UniRef50_UPI000368E234: ATPase AAA|unclassified	30.7452
UniRef50_UPI000419959C: hypothetical protein	30.6091
UniRef50_UPI000419959C: hypothetical protein|unclassified	30.6091
UniRef50_B8NN65	30.4913
UniRef50_B8NN65|unclassified	30.4913
UniRef50_M1W0I7	30.3392
UniRef50_M1W0I7|unclassified	30.3392
UniRef50_X1UJJ9: Marine sediment metagenome DNA, contig: S12H4_S26010 (Fragment)	29.9273
UniRef50_X1UJJ9: Marine sediment metagenome DNA, contig: S12H4_S26010 (Fragment)|unclassified	29.9273
UniRef50_G4BFG4	29.7842
UniRef50_G4BFG4|unclassified	29.7842
UniRef50_G2DHF0: Glutamate synthase beta chain-related oxidoreductase, containing 2Fe-2S and 4Fe-4S clusters	29.69
UniRef50_G2DHF0: Glutamate synthase beta chain-related oxidoreductase, containing 2Fe-2S and 4Fe-4S clusters|unclassified	29.69
UniRef50_W1VW36: Selenate reductase subunit YgfK	29.6015
UniRef50_W1VW36: Selenate reductase subunit YgfK|unclassified	29.6015
UniRef50_UPI0003811C25: hypothetical protein	29.0804
UniRef50_UPI0003811C25: hypothetical protein|unclassified	29.0804
UniRef50_UPI000474191D: hypothetical protein, partial	28.7777
UniRef50_UPI000474191D: hypothetical protein, partial|unclassified	28.7777
UniRef50_UPI0003B43FC7: DNA-binding protein	28.7755
UniRef50_UPI0003B43FC7: DNA-binding protein|unclassified	28.7755
UniRef50_U5YM97: Nitrogen regulatory protein	28.7452
UniRef50_U5YM97: Nitrogen regulatory protein|unclassified	28.7452
UniRef50_UPI00037DE92F: hypothetical protein	28.7092
UniRef50_UPI00037DE92F: hypothetical protein|unclassified	28.7092
UniRef50_H1FXK8	28.6259
UniRef50_H1FXK8|unclassified	28.6259
UniRef50_E0UH74: GUN4 domain protein	28.4534
UniRef50_E0UH74: GUN4 domain protein|unclassified	28.4534
UniRef50_UPI0003B338FC: ATPase AAA	28.3329
UniRef50_UPI0003B338FC: ATPase AAA|unclassified	28.3329
UniRef50_UPI0003B4E3A4: acetoacetate metabolism regulatory protein AtoC	28.3198
UniRef50_UPI0003B4E3A4: acetoacetate metabolism regulatory protein AtoC|unclassified	28.3198
UniRef50_UPI000469E7AC: chemotaxis protein CheY	28.0883
UniRef50_UPI000469E7AC: chemotaxis protein CheY|unclassified	28.0883
UniRef50_UPI00047D214C: chemotaxis protein CheY	27.6911
UniRef50_UPI00047D214C: chemotaxis protein CheY|unclassified	27.6911
UniRef50_UPI0003B73A0C: ATPase	27.2816
UniRef50_UPI0003B73A0C: ATPase|unclassified	27.2816
UniRef50_UPI0003EB1A74: hypothetical protein	27.2689
UniRef50_UPI0003EB1A74: hypothetical protein|unclassified	27.2689
UniRef50_UPI00037C3AE7: hypothetical protein	27.1049
UniRef50_UPI00037C3AE7: hypothetical protein|unclassified	27.1049
UniRef50_UPI00036483B1: hypothetical protein	26.7015
UniRef50_UPI00036483B1: hypothetical protein|unclassified	26.7015
UniRef50_UPI00036BEBA7: hypothetical protein	26.6681
UniRef50_UPI00036BEBA7: hypothetical protein|unclassified	26.6681
UniRef50_U6SUJ8	26.2111
UniRef50_U6SUJ8|unclassified	26.2111
UniRef50_UPI000368528C: hypothetical protein	26.1178
UniRef50_UPI000368528C: hypothetical protein|unclassified	26.1178
UniRef50_UPI0003B4D14A: acetoacetate metabolism regulatory protein AtoC	26.0211
UniRef50_UPI0003B4D14A: acetoacetate metabolism regulatory protein AtoC|unclassified	26.0211
UniRef50_UPI0000167300: COG0174: Glutamine synthetase	26.0072
UniRef50_UPI0000167300: COG0174: Glutamine synthetase|unclassified	26.0072
UniRef50_UPI0003A0A3EF: Fis family transcriptional regulator	25.9333
UniRef50_UPI0003A0A3EF: Fis family transcriptional regulator|unclassified	25.9333
UniRef50_X0XVF6: Marine sediment metagenome DNA, contig: S01H1_S40837 (Fragment)	25.8711
UniRef50_X0XVF6: Marine sediment metagenome DNA, contig: S01H1_S40837 (Fragment)|unclassified	25.8711
UniRef50_UPI0004755442: hypothetical protein, partial	25.7909
UniRef50_UPI0004755442: hypothetical protein, partial|unclassified	25.7909
UniRef50_Q9ZBH0: Putative S-adenosyl-L-methionine-dependent methyltransferase SCO6443	25.3347
UniRef50_Q9ZBH0: Putative S-adenosyl-L-methionine-dependent methyltransferase SCO6443|unclassified	25.3347
UniRef50_UPI0004733E7F: hypothetical protein, partial	24.9848
UniRef50_UPI0004733E7F: hypothetical protein, partial|unclassified	24.9848
UniRef50_X1EXD2: Marine sediment metagenome DNA, contig: S01H4_S24239 (Fragment)	24.6314
UniRef50_X1EXD2: Marine sediment metagenome DNA, contig: S01H4_S24239 (Fragment)|unclassified	24.6314
UniRef50_R5XF92	24.1244
UniRef50_R5XF92|unclassified	24.1244
UniRef50_UPI00037311EB: hypothetical protein	23.5611
UniRef50_UPI00037311EB: hypothetical protein|unclassified	23.5611
UniRef50_UPI00037ABC1F: hypothetical protein	23.3162
UniRef50_UPI00037ABC1F: hypothetical protein|unclassified	23.3162
UniRef50_X1QND3: Marine sediment metagenome DNA, contig: S06H3_S26159 (Fragment)	23.3082
UniRef50_X1QND3: Marine sediment metagenome DNA, contig: S06H3_S26159 (Fragment)|unclassified	23.3082
UniRef50_UPI0002F5721F: chemotaxis protein CheY	23.1328
UniRef50_UPI0002F5721F: chemotaxis protein CheY|unclassified	23.1328
UniRef50_W1UZ15: FAD-dependent pyridine nucleotide-disulfide oxidoreductase (Fragment)	22.9699
UniRef50_W1UZ15: FAD-dependent pyridine nucleotide-disulfide oxidoreductase (Fragment)|unclassified	22.9699
UniRef50_UPI00037E7972: hypothetical protein	22.7354
UniRef50_UPI00037E7972: hypothetical protein|unclassified	22.7354
UniRef50_R5TGV0: Hydrogenase Fe-only	22.2521
UniRef50_R5TGV0: Hydrogenase Fe-only|unclassified	22.2521
UniRef50_UPI00036D062D: hypothetical protein	22.2279
UniRef50_UPI00036D062D: hypothetical protein|unclassified	22.2279
UniRef50_A6W6H8	22.1627
UniRef50_A6W6H8|unclassified	22.1627
UniRef50_W0B9S0	22.1213
UniRef50_W0B9S0|unclassified	22.1213
UniRef50_UPI000472AE95: Fis family transcriptional regulator	22.0923
UniRef50_UPI000472AE95: Fis family transcriptional regulator|unclassified	22.0923
UniRef50_UPI0003A7508D: hypothetical protein	22.0038
UniRef50_UPI0003A7508D: hypothetical protein|unclassified	22.0038
UniRef50_V6USM5	21.9621
UniRef50_V6USM5|unclassified	21.9621
UniRef50_F1VY05: GAF modulated sigma54 specific transcriptional regulator, Fis family	21.9513
UniRef50_F1VY05: GAF modulated sigma54 specific transcriptional regulator, Fis family|unclassified	21.9513
UniRef50_G8RVA9	21.797
UniRef50_G8RVA9|unclassified	21.797
UniRef50_UPI0003722299: hypothetical protein	21.7335
UniRef50_UPI0003722299: hypothetical protein|unclassified	21.7335
UniRef50_W1UEF7	21.3868
UniRef50_W1UEF7|unclassified	21.3868
UniRef50_UPI00026C7A7E: two-component response regulator	21.2839
UniRef50_UPI00026C7A7E: two-component response regulator|unclassified	21.2839
UniRef50_Q83CY8: Putative peroxiredoxin bcp	21.2057
UniRef50_Q83CY8: Putative peroxiredoxin bcp|unclassified	21.2057
UniRef50_UPI0003683665: hypothetical protein	21.1919
UniRef50_UPI0003683665: hypothetical protein|unclassified	21.1919
UniRef50_K1ZRL2	21.1505
UniRef50_K1ZRL2|unclassified	21.1505
UniRef50_X1V3A1: Marine sediment metagenome DNA, contig: S12H4_S06687 (Fragment)	21.1351
UniRef50_X1V3A1: Marine sediment metagenome DNA, contig: S12H4_S06687 (Fragment)|unclassified	21.1351
UniRef50_UPI000379DB15: hypothetical protein	20.6277
UniRef50_UPI000379DB15: hypothetical protein|unclassified	20.6277
UniRef50_F3KFV0	20.4464
UniRef50_F3KFV0|unclassified	20.4464
UniRef50_UPI0003B33A4C: Fis family transcriptional regulator	20.1303
UniRef50_UPI0003B33A4C: Fis family transcriptional regulator|unclassified	20.1303
UniRef50_X1MNM1: Marine sediment metagenome DNA, contig: S06H3_S16454	20.1174
UniRef50_X1MNM1: Marine sediment metagenome DNA, contig: S06H3_S16454|unclassified	20.1174
UniRef50_R6WCK6	19.8717
UniRef50_R6WCK6|unclassified	19.8717
UniRef50_A4EAE0	19.8009
UniRef50_A4EAE0|unclassified	19.8009
UniRef50_W1WB65: FAD-dependent pyridine nucleotide-disulfide oxidoreductase	19.7797
UniRef50_W1WB65: FAD-dependent pyridine nucleotide-disulfide oxidoreductase|unclassified	19.7797
UniRef50_UPI000365EFFF: hypothetical protein	19.2188
UniRef50_UPI000365EFFF: hypothetical protein|unclassified	19.2188
UniRef50_UPI000360C59F: hypothetical protein	19.189
UniRef50_UPI000360C59F: hypothetical protein|unclassified	19.189
UniRef50_UPI00047C5B32: hypothetical protein, partial	19.0756
UniRef50_UPI00047C5B32: hypothetical protein, partial|unclassified	19.0756
UniRef50_C7GDJ8: PII family protein (Fragment)	19.0741
UniRef50_C7GDJ8: PII family protein (Fragment)|unclassified	19.0741
UniRef50_UPI00037A0D3C: hypothetical protein	18.9451
UniRef50_UPI00037A0D3C: hypothetical protein|unclassified	18.9451
UniRef50_X1KC46: Marine sediment metagenome DNA, contig: S03H2_S30099 (Fragment)	18.7746
UniRef50_X1KC46: Marine sediment metagenome DNA, contig: S03H2_S30099 (Fragment)|unclassified	18.7746
UniRef50_K7ZRB2: [FeFe]-hydrogenase (Fragment)	18.5723
UniRef50_K7ZRB2: [FeFe]-hydrogenase (Fragment)|unclassified	18.5723
UniRef50_M4MCY5: Putative NADH-dependent glutamate synthase (Fragment)	18.345
UniRef50_M4MCY5: Putative NADH-dependent glutamate synthase (Fragment)|unclassified	18.345
UniRef50_X1ETX3: Marine sediment metagenome DNA, contig: S01H4_S26041 (Fragment)	18.2777
UniRef50_X1ETX3: Marine sediment metagenome DNA, contig: S01H4_S26041 (Fragment)|unclassified	18.2777
UniRef50_C0EQV6	18.1805
UniRef50_C0EQV6|unclassified	18.1805
UniRef50_UPI00046F1C42: nitrogen regulatory protein P-II 1	18.1519
UniRef50_UPI00046F1C42: nitrogen regulatory protein P-II 1|unclassified	18.1519
UniRef50_UPI00037FB6BA: hypothetical protein	17.8698
UniRef50_UPI00037FB6BA: hypothetical protein|unclassified	17.8698
UniRef50_J3UQ66	17.8348
UniRef50_J3UQ66|unclassified	17.8348
UniRef50_UPI00047E7561: hypothetical protein, partial	17.7278
UniRef50_UPI00047E7561: hypothetical protein, partial|unclassified	17.7278
UniRef50_O27434: CoB--CoM heterodisulfide reductase iron-sulfur subunit A	17.675
UniRef50_O27434: CoB--CoM heterodisulfide reductase iron-sulfur subunit A|unclassified	17.675
UniRef50_UPI0003728136: hypothetical protein	17.5962
UniRef50_UPI0003728136: hypothetical protein|unclassified	17.5962
UniRef50_K0F4G9	17.5774
UniRef50_K0F4G9|unclassified	17.5774
UniRef50_UPI000441D29F: PREDICTED: CDGSH iron-sulfur domain-containing protein 3, mitochondrial	17.5514
UniRef50_UPI000441D29F: PREDICTED: CDGSH iron-sulfur domain-containing protein 3, mitochondrial|unclassified	17.5514
UniRef50_UPI0004706B29: hypothetical protein, partial	17.4024
UniRef50_UPI0004706B29: hypothetical protein, partial|unclassified	17.4024
UniRef50_A7BVT3	16.9607
UniRef50_A7BVT3|unclassified	16.9607
UniRef50_X2GSM0	16.9381
UniRef50_X2GSM0|unclassified	16.9381
UniRef50_UPI000365F121: hypothetical protein	16.9056
UniRef50_UPI000365F121: hypothetical protein|unclassified	16.9056
UniRef50_K3YWZ4	16.887
UniRef50_K3YWZ4|unclassified	16.887
UniRef50_UPI000365BCB0: ATPase AAA, partial	16.3759
UniRef50_UPI000365BCB0: ATPase AAA, partial|unclassified	16.3759
UniRef50_J3NSE6	16.3471
UniRef50_J3NSE6|unclassified	16.3471
UniRef50_UPI000471084F: hypothetical protein	16.2417
UniRef50_UPI000471084F: hypothetical protein|unclassified	16.2417
UniRef50_UPI00016C54BB: two component, sigma54 specific, transcriptional regulator, Fis family protein	15.8907
UniRef50_UPI00016C54BB: two component, sigma54 specific, transcriptional regulator, Fis family protein|unclassified	15.8907
UniRef50_UPI00046E937E: hypothetical protein, partial	15.8863
UniRef50_UPI00046E937E: hypothetical protein, partial|unclassified	15.8863
UniRef50_X1LFZ6: Marine sediment metagenome DNA, contig: S03H2_S31632 (Fragment)	15.1134
UniRef50_X1LFZ6: Marine sediment metagenome DNA, contig: S03H2_S31632 (Fragment)|unclassified	15.1134
UniRef50_UPI000364F02C: hypothetical protein	15.0461
UniRef50_UPI000364F02C: hypothetical protein|unclassified	15.0461
UniRef50_UPI0003AA8932: Fis family transcriptional regulator	14.6783
UniRef50_UPI0003AA8932: Fis family transcriptional regulator|unclassified	14.6783
UniRef50_UPI0003B4E750: chemotaxis protein CheY	14.6435
UniRef50_UPI0003B4E750: chemotaxis protein CheY|unclassified	14.6435
UniRef50_H4F3L7: Diguanylate cyclase/phosphodiesterase (Fragment)	14.618
UniRef50_H4F3L7: Diguanylate cyclase/phosphodiesterase (Fragment)|unclassified	14.618
UniRef50_R5VYP8	14.5298
UniRef50_R5VYP8|unclassified	14.5298
UniRef50_D5T771	14.4927
UniRef50_D5T771|unclassified	14.4927
UniRef50_E0I829	14.444
UniRef50_E0I829|unclassified	14.444
UniRef50_T1A257: Protein containing Diguanylate phosphodiesterase, predicted (Fragment)	14.3852
UniRef50_T1A257: Protein containing Diguanylate phosphodiesterase, predicted (Fragment)|unclassified	14.3852
UniRef50_UPI000479DD40: chemotaxis protein CheY	13.782
UniRef50_UPI000479DD40: chemotaxis protein CheY|unclassified	13.782
UniRef50_Q8TYP4: CoB--CoM heterodisulfide reductase iron-sulfur subunit A 1	13.6252
UniRef50_Q8TYP4: CoB--CoM heterodisulfide reductase iron-sulfur subunit A 1|unclassified	13.6252
UniRef50_UPI000475F160: hypothetical protein, partial	13.5304
UniRef50_UPI000475F160: hypothetical protein, partial|unclassified	13.5304
UniRef50_T1A1C5: Glutamate synthase (Nadph), homotetrameric	13.3948
UniRef50_T1A1C5: Glutamate synthase (Nadph), homotetrameric|unclassified	13.3948
UniRef50_X1K0S8: Marine sediment metagenome DNA, contig: S03H2_S19611 (Fragment)	13.2799
UniRef50_X1K0S8: Marine sediment metagenome DNA, contig: S03H2_S19611 (Fragment)|unclassified	13.2799
UniRef50_P51120: Glutamine synthetase (Fragment)	12.9861
UniRef50_P51120: Glutamine synthetase (Fragment)|unclassified	12.9861
UniRef50_UPI0002555F54: LuxR family transcriptional regulator	12.92
UniRef50_UPI0002555F54: LuxR family transcriptional regulator|unclassified	12.92
UniRef50_UPI0003B7099F: acetoacetate metabolism regulatory protein AtoC	12.8841
UniRef50_UPI0003B7099F: acetoacetate metabolism regulatory protein AtoC|unclassified	12.8841
UniRef50_UPI0003957996: hypothetical protein	12.8301
UniRef50_UPI0003957996: hypothetical protein|unclassified	12.8301
UniRef50_UPI000472A7EF: MULTISPECIES: hypothetical protein	12.8075
UniRef50_UPI000472A7EF: MULTISPECIES: hypothetical protein|unclassified	12.8075
UniRef50_A0A011NJ91: Signal transduction histidine-protein kinase BarA	12.793
UniRef50_A0A011NJ91: Signal transduction histidine-protein kinase BarA|unclassified	12.793
UniRef50_UPI00035E09FF: hypothetical protein	12.7108
UniRef50_UPI00035E09FF: hypothetical protein|unclassified	12.7108
UniRef50_E1HYS3: Electron transport protein HydN domain protein	12.141
UniRef50_E1HYS3: Electron transport protein HydN domain protein|unclassified	12.141
UniRef50_UPI00047A97F9: hypothetical protein	11.5485
UniRef50_UPI00047A97F9: hypothetical protein|unclassified	11.5485
UniRef50_H1QCR4	11.4829
UniRef50_H1QCR4|unclassified	11.4829
UniRef50_K0RT11	11.3991
UniRef50_K0RT11|unclassified	11.3991
UniRef50_UPI0004711B9A: hypothetical protein, partial	11.3918
UniRef50_UPI0004711B9A: hypothetical protein, partial|unclassified	11.3918
UniRef50_UPI00039EE3B5: hypothetical protein	11.2633
UniRef50_UPI00039EE3B5: hypothetical protein|unclassified	11.2633
UniRef50_R5ZXR2	11.2065
UniRef50_R5ZXR2|unclassified	11.2065
UniRef50_G4I8V8: Oxidoreductase FAD/NAD(P)-binding domain protein	10.9349
UniRef50_G4I8V8: Oxidoreductase FAD/NAD(P)-binding domain protein|unclassified	10.9349
UniRef50_UPI00047A6AD7: hypothetical protein	10.52
UniRef50_UPI00047A6AD7: hypothetical protein|unclassified	10.52
UniRef50_UPI0003682D8A: hypothetical protein	10.4631
UniRef50_UPI0003682D8A: hypothetical protein|unclassified	10.4631
UniRef50_M4U2N9	10.4365
UniRef50_M4U2N9|unclassified	10.4365
UniRef50_UPI0003954D7E: hypothetical protein, partial	10.2824
UniRef50_UPI0003954D7E: hypothetical protein, partial|unclassified	10.2824
UniRef50_UPI00040538FE: hypothetical protein	9.85531
UniRef50_UPI00040538FE: hypothetical protein|unclassified	9.85531
UniRef50_UPI0004794FF8: ATPase AAA, partial	9.70169
UniRef50_UPI0004794FF8: ATPase AAA, partial|unclassified	9.70169
UniRef50_UPI00030D1CBE: hypothetical protein	9.50604
UniRef50_UPI00030D1CBE: hypothetical protein|unclassified	9.50604
UniRef50_UPI000463C6BF: hypothetical protein	9.49637
UniRef50_UPI000463C6BF: hypothetical protein|unclassified	9.49637
UniRef50_UPI0004744984: hypothetical protein	9.49249
UniRef50_UPI0004744984: hypothetical protein|unclassified	9.49249
UniRef50_G4C4C2	9.27683
UniRef50_G4C4C2|unclassified	9.27683
UniRef50_Q9PH33	9.20002
UniRef50_Q9PH33|unclassified	9.20002
UniRef50_UPI0002881294: two-components system response regulator	9.14416
UniRef50_UPI0002881294: two-components system response regulator|unclassified	9.14416
UniRef50_UPI0003820D81: hypothetical protein	9.14115
UniRef50_UPI0003820D81: hypothetical protein|unclassified	9.14115
UniRef50_UPI00028903D8: glutamate synthase (NADH) small subunit, partial	8.97202
UniRef50_UPI00028903D8: glutamate synthase (NADH) small subunit, partial|unclassified	8.97202
UniRef50_UPI000161FF34: predicted protein	8.86717
UniRef50_UPI000161FF34: predicted protein|unclassified	8.86717
UniRef50_X1HYA3: Marine sediment metagenome DNA, contig: S03H2_S13747 (Fragment)	8.71416
UniRef50_X1HYA3: Marine sediment metagenome DNA, contig: S03H2_S13747 (Fragment)|unclassified	8.71416
UniRef50_UPI0003B4A86A: DNA-binding protein	8.65975
UniRef50_UPI0003B4A86A: DNA-binding protein|unclassified	8.65975
UniRef50_D8TN44	8.11224
UniRef50_D8TN44|unclassified	8.11224
UniRef50_X1PXS7: Marine sediment metagenome DNA, contig: S06H3_S25157 (Fragment)	7.97599
UniRef50_X1PXS7: Marine sediment metagenome DNA, contig: S06H3_S25157 (Fragment)|unclassified	7.97599
UniRef50_R6UE62	7.8868
UniRef50_R6UE62|unclassified	7.8868
UniRef50_UPI00028881CE: glutamate synthase subunit alpha	7.64808
UniRef50_UPI00028881CE: glutamate synthase subunit alpha|unclassified	7.64808
UniRef50_UPI0002EEA899: chemotaxis protein CheY	7.60062
UniRef50_UPI0002EEA899: chemotaxis protein CheY|unclassified	7.60062
UniRef50_UPI000248E975: iron-binding protein	7.52012
UniRef50_UPI000248E975: iron-binding protein|unclassified	7.52012
UniRef50_UPI0003A8CD48: hypothetical protein	7.48604
UniRef50_UPI0003A8CD48: hypothetical protein|unclassified	7.48604
UniRef50_W4STQ3	7.46495
UniRef50_W4STQ3|unclassified	7.46495
UniRef50_X1SUP2: Marine sediment metagenome DNA, contig: S12H4_S05167 (Fragment)	7.40023
UniRef50_X1SUP2: Marine sediment metagenome DNA, contig: S12H4_S05167 (Fragment)|unclassified	7.40023
UniRef50_X1CFE3: Marine sediment metagenome DNA, contig: S01H4_S05876 (Fragment)	7.21881
UniRef50_X1CFE3: Marine sediment metagenome DNA, contig: S01H4_S05876 (Fragment)|unclassified	7.21881
UniRef50_UPI000381BE9D: hypothetical protein	7.17036
UniRef50_UPI000381BE9D: hypothetical protein|unclassified	7.17036
UniRef50_C6I0T7: Putative diguanylate phosphodiesterase	6.84581
UniRef50_C6I0T7: Putative diguanylate phosphodiesterase|unclassified	6.84581
UniRef50_X1RK56: Marine sediment metagenome DNA, contig: S06H3_S30292 (Fragment)	6.69744
